author,title,journal,volume,number,pages,year,publisher,doi
"Therese Keane, Christina Chalmers, Marie Boden and Monica Williams",Humanoid robots: learning a programming language to learn a traditional language,"Technology, Pedagogy and Education",28,5,533--546,2019,Routledge,10.1080/1475939X.2019.1670248
"Patrick Enderle, Natalie King and Lauren Margulieux",What’s in a Wave?,The Science Teacher,88,4,24--28,2021,Routledge,10.1080/00368555.2021.12293595
Tyler S. Love and Carolyn J. Griess,Engineering Encounters: Rosie Revere’s Orangutan Dilemma,Science and Children,58,2,51--57,2020,Routledge,10.1080/00368148.2020.12315808
Amber Wagner,Early Childhood Resources Review: Kindercoding Unplugged: Screen-Free Activities for Beginners,Science and Children,58,5,16--16,2021,Routledge,10.1080/19434812.2021.12291668
Rachelle Dene Poth,Thinking About Skills of the Future: How to Get Preservice Teachers Started With Coding,Journal of Digital Learning in Teacher Education,35,1,2--3,2019,Routledge,10.1080/21532974.2019.1577068
"Junghyun Ahn, Woonhee Sung and John B. Black",Unplugged Debugging Activities for Developing Young Learners’ Debugging Skills,Journal of Research in Childhood Education,36,3,421--437,2022,Routledge,10.1080/02568543.2021.1981503
"Yuqin Yang, Wenxin Sun, Daner Sun and Sdenka Zobeida Salas-Pilco","Navigating the AI-Enhanced STEM education landscape: a decade of insights, trends, and opportunities",Research in Science \& Technological Education,0,0,1--25,2024,Routledge,10.1080/02635143.2024.2370764
"Amy Hutchison, Kristie Gutierrez, Jamie Colwell, Anya Evmenova, Jeff Offutt and Margaret Gross","Evaluating the role of professional development on elementary teachers’ knowledge, comfort, and beliefs related to teaching computer science to students with high-incidence disabilities",Journal of Research on Technology in Education,55,6,1003--1019,2023,Routledge,10.1080/15391523.2022.2089408
Raja Ridgway,Interdisciplinary Ideas: Integrating Computer Science to Enhance Remote Learning,Science Scope,44,2,6--9,2020,Routledge,10.1080/08872376.2020.12291367
Danielle Herro,"Gaming the system: culture, process, and perspectives supporting a game and app design curriculum",The Curriculum Journal,26,4,579--600,2015,Routledge,10.1080/09585176.2015.1056819
Brian Dorn and Jan Vahrenhold,Editorial,Computer Science Education,33,3,315--317,2023,Routledge,10.1080/08993408.2023.2251331
"Jonathan Bowers, Daniel Damelin, Emanuel Eidin and Cynthia Mcintyre",Keeping Cool with SageModeler,The Science Teacher,89,4,18--25,2022,Routledge,10.1080/00368555.2022.12293680
Joanna Goode,Guest editorial comments,Computer Science Education,28,4,301--302,2018,Routledge,10.1080/08993408.2018.1564587
Erin Kathleen Bahl,Creating intelligent content with lightweight DITA,Technical Communication Quarterly,30,1,104--106,2021,Routledge,10.1080/10572252.2019.1689089
Lana Peterson and Cassandra Scharber,Learning About Makerspaces: Professional Development with K-12 Inservice Educators,Journal of Digital Learning in Teacher Education,34,1,43--52,2018,Routledge,10.1080/21532974.2017.1387833
"Denise A. Schmidt-Crawford, Denise Lindstrom and Ann D. Thompson",Coding for Teacher Education: A Recurring Theme that Requires Our Attention,Journal of Digital Learning in Teacher Education,34,4,198--200,2018,Routledge,10.1080/21532974.2018.1499992
Jacqueline P. Leighton,Rethinking Think-Alouds: The Often-Problematic Collection of Response Process Data,Applied Measurement in Education,34,1,61--74,2021,Routledge,10.1080/08957347.2020.1835911
Nikolaos Pellas,An exploration of interrelationships among presence indicators of a community of inquiry in a 3D game-like environment for high school programming courses,Interactive Learning Environments,25,3,343--360,2017,Routledge,10.1080/10494820.2015.1127819
"Denise A. Schmidt-Crawford, Denise Lindstrom and Ann D. Thompson",Celebrating 35 Years of JDLTE,Journal of Digital Learning in Teacher Education,35,1,4--5,2019,Routledge,10.1080/21532974.2019.1577071
"Denise A. Schmidt-Crawford, Denise L. Lindstrom and Ann D. Thompson",Publishing trends in JDLTE: A five-year perspective,Journal of Digital Learning in Teacher Education,38,3,102--104,2022,Routledge,10.1080/21532974.2022.2107321
"Laurentiu Nita, Laura Mazzoli Smith, Nicholas Chancellor and Helen Cramman",The challenge and opportunities of quantum literacy for future education and transdisciplinary problem-solving,Research in Science \& Technological Education,41,2,564--580,2023,Routledge,10.1080/02635143.2021.1920905
"Denise A. Schmidt-Crawford, Denise L. Lindstrom and Ann D. Thompson",AI in teacher education: What’s next?,Journal of Digital Learning in Teacher Education,39,4,180--181,2023,Routledge,10.1080/21532974.2023.2247308
Bilal Younis,Effectiveness of a professional development program based on the instructional design framework for AI literacy in developing AI literacy skills among pre-service teachers,Journal of Digital Learning in Teacher Education,40,3,142--158,2024,Routledge,10.1080/21532974.2024.2365663
Carl Toews,Computational Inquiry in Introductory Statistics,PRIMUS,27,7,707--724,2017,Taylor \& Francis,10.1080/10511970.2016.1211204
Mark Coddington,Clarifying Journalism’s Quantitative Turn,Digital Journalism,3,3,331--348,2015,Routledge,10.1080/21670811.2014.976400
Brian Dorn and Jan Vahrenhold,Editorial,Computer Science Education,33,1,1--2,2023,Routledge,10.1080/08993408.2023.2185937
Carl M. Sack and Robert E. Roth,Design and evaluation of an Open Web Platform cartography lab curriculum,Journal of Geography in Higher Education,41,1,1--23,2017,Routledge,10.1080/03098265.2016.1241987
"Ann D. Thompson, Denise A. Schmidt-Crawford and Denise L. Lindstrom",Editors’ column – ,Journal of Digital Learning in Teacher Education,38,4,156--157,2022,Routledge,10.1080/21532974.2022.2116901
Joanne Hardman,Vygotsky’s decolonial pedagogical legacy in the 21st century: back to the future,"Mind, Culture, and Activity",28,3,219--233,2021,Routledge,10.1080/10749039.2021.1941116
Chronis Kynigos and Katia Schiza,Mathematical competencies in the digital era: Mathematics education in the digital era,Research in Mathematics Education,0,0,1--8,2023,Routledge,10.1080/14794802.2023.2261401
"Sarah Barksdale, Cassandra Scharber and Yu-Hui Chang",Team Mensa: A case study of supporting middle school girls' interest in computer science through an informal learning program,Journal of Research on Technology in Education,54,3,359--374,2022,Routledge,10.1080/15391523.2020.1864239
"Neil C. C. Brown, Aleata Hubbard Cheuoua and Eva Marinus",Guest editorial,Computer Science Education,32,3,283--287,2022,Routledge,10.1080/08993408.2022.2090114
"Ann-Thérèse Arstorp, Anders D. Olofsson and J. Ola Lindberg","Professional digital competence in teacher education – where are we, where are we headed and how to get there?",Teachers and Teaching,30,4,395--399,2024,Routledge,10.1080/13540602.2024.2379845
Sean Anderson,"Thinking Machines: Art and Design in the Computer Age, 1959–1989: The Museum of Modern Art New York City November 13, 2017–April 8, 2018",Technology|Architecture + Design,2,2,252--254,2018,Routledge,10.1080/24751448.2018.1497380
Odd Tore Kaufmann and Børre Stenseth,Programming in mathematics education,International Journal of Mathematical Education in Science and Technology,52,7,1029--1048,2021,Taylor \& Francis,10.1080/0020739X.2020.1736349
"Amanda Gonczi, Chuck Palosaari, Alex Mayer and Noel Urban",From User to Creator,The Science Teacher,89,3,32--37,2022,Routledge,10.1080/00368555.2022.12293666
"Gokhan Guven, Nevin Kozcu Cakir, Yusuf Sulun, Gurcan Cetin and Emine Guven",Arduino-assisted robotics coding applications integrated into the 5E learning model in science teaching,Journal of Research on Technology in Education,54,1,108--126,2022,Routledge,10.1080/15391523.2020.1812136
"Barnas Monteith, Pendred Noyce and Pei Zhang",Teaching Artificial Intelligence Through the Arts in Beijing,The Science Teacher,89,5,42--49,2022,Routledge,10.1080/00368555.2022.12293698
Samuel Danzon-Chambaud and Alessio Cornia,Changing or Reinforcing the “Rules of the Game”: A Field Theory Perspective on the Impacts of Automated Journalism on Media Practitioners,Journalism Practice,17,2,174--188,2023,Routledge,10.1080/17512786.2021.1919179
"Dae-Kyoo Kim, Dongwon Jeong, Lunjin Lu, Debatosh Debnath and Hua Ming",Opinions on computing education in Korean K-12 system: higher education perspective,Computer Science Education,25,4,371--389,2015,Routledge,10.1080/08993408.2016.1140409
"Zehra Ozturk, Caitlin McMunn Dooley and Meghan Welch",Finding the Hook: Computer Science Education in Elementary Contexts,Journal of Research on Technology in Education,50,2,149--163,2018,Routledge,10.1080/15391523.2018.1431573
"Jennifer Noll, Susanne Schnell, Rob Gould and Katie Makar","New ways of interacting with data, context, and chance in statistical modeling processes",Mathematical Thinking and Learning,24,4,331--335,2022,Routledge,10.1080/10986065.2021.1922855
"Clare Baek, Dana Saito-Stehberger, Adam Nam, Gerardo Lopez, Sharin Jacob and Mark Warschauer",Empowering Latine elementary school students with disabilities: computer programming through culturally sustaining curriculum,Computer Science Education,0,0,1--26,2024,Routledge,10.1080/08993408.2024.2396749
Helen Crompton,Evidence of the ISTE Standards for Educators leading to learning gains,Journal of Digital Learning in Teacher Education,39,4,201--219,2023,Routledge,10.1080/21532974.2023.2244089
Jennifer S. Thom,Ecological Revelations: Recovering the Unseen,Educational Studies,55,5,510--530,2019,Routledge,10.1080/00131946.2019.1610407
"Hui Li, Anne Forbes and Weipeng Yang",Developing Culturally and Developmentally Appropriate Early STEM Learning Experiences,Early Education and Development,32,1,1--6,2021,Routledge,10.1080/10409289.2020.1833674
"Jessica F. Shumway, Lise E. Welch, Joseph S. Kozlowski, Jody Clarke-Midura and Victor R. Lee",Kindergarten students’ mathematics knowledge at work: the mathematics for programming robot toys,Mathematical Thinking and Learning,25,4,380--408,2023,Routledge,10.1080/10986065.2021.1982666
Verica Milutinović,Unlocking the Code: Exploring Predictors of Future Interest in Learning Computer Programming Among Primary School Boys and Girls,International Journal of Human–Computer Interaction,0,0,1--18,2024,Taylor \& Francis,10.1080/10447318.2024.2331877
"Woonhee Sung, Junghyun Ahn and John B. Black",Elementary Students’ Performance and Perceptions of Robot Coding and Debugging: Embodied Approach in Practice,Journal of Research in Childhood Education,36,4,681--696,2022,Routledge,10.1080/02568543.2022.2045399
"Sonja M. Mork, Ellen K. Henriksen, Berit S. Haug, Doris Jorde and Merethe Frøyland",Defining knowledge domains for science teacher educators,International Journal of Science Education,43,18,3018--3034,2021,Routledge,10.1080/09500693.2021.2006819
"Li-Chen Cheng, Wei Li and Judy C. R. Tseng",Effects of an automated programming assessment system on the learning performances of experienced and novice learners,Interactive Learning Environments,31,8,5347--5363,2023,Routledge,10.1080/10494820.2021.2006237
Katrina Falkner and Rebecca Vivian,A review of Computer Science resources for learning and teaching with K-12 computing curricula: an Australian case study,Computer Science Education,25,4,390--429,2015,Routledge,10.1080/08993408.2016.1140410
"Mark Baillie, Conor Moloney, Carsten Philipp Mueller, Jonas Dorn, Janice Branson and David Ohlssen",Good Data Science Practice: Moving toward a Code of Practice for Drug Development (Rejoinder),Statistics in Biopharmaceutical Research,15,1,89--91,2023,ASA Website,10.1080/19466315.2022.2128402
Ashraf Alam and Atasi Mohanty,Integrated constructive robotics in education (ICRE) model: a paradigmatic framework for transformative learning in educational ecosystem,Cogent Education,11,1,2324487,2024,Cogent OA,10.1080/2331186X.2024.2324487
"Aswin, Dwi Maulida Sari, Agus Maqruf and Agung Kaisar Siregar",STEM education in the early years: thinking about tomorrow,Education 3-13,0,0,1--4,2023,Routledge,10.1080/03004279.2023.2277913
"Cheng-Wen He, Hong Tran, Julie Luft, Yamil Ruiz, Shaugnessy McCann, Yuxi Huang and Brooke Whitworth",Science teachers’ implementation of science and engineering practices in different instructional settings,International Journal of Science Education,0,0,1--22,2024,Routledge,10.1080/09500693.2024.2341189
"Johanna Hardin, Nicholas J. Horton, Deborah Nolan and Duncan Temple Lang",Computing in the Statistics Curricula: A 10-Year Retrospective,Journal of Statistics and Data Science Education,29,sup1,S4--S6,2021,Taylor \& Francis,10.1080/10691898.2020.1862609
"Susan A. Yoon, Jessica Koehler-Yom, Emma Anderson, Joyce Lin and Eric Klopfer",Using an adaptive expertise lens to understand the quality of teachers’ classroom implementation of computer-supported complex systems curricula in high school science,Research in Science \& Technological Education,33,2,237--251,2015,Routledge,10.1080/02635143.2015.1031099
"Daner Sun, Ying Zhan, Zhi Hong Wan, Yuqin Yang and Chee-Kit Looi",Identifying the roles of technology: a systematic review of STEM education in primary and secondary schools from 2015 to 2023,Research in Science \& Technological Education,0,0,1--25,2023,Routledge,10.1080/02635143.2023.2251902
"Yuan-Chen Liu, Tzu-Hua Huang and Chien-Chia Huang",Impacts of the interactive error prompt system on disadvantaged students’ programming learning,Interactive Learning Environments,32,6,2479--2490,2024,Routledge,10.1080/10494820.2022.2150220
"Greer M. Richardson, Ling L. Liang and Donna G. Wake",Examining the Durability of Environmental Education Self-Efficacy Beliefs in Preservice Teaching,Applied Environmental Education \& Communication,13,1,38--47,2014,Routledge,10.1080/1533015X.2014.913963
"Ilene R. Berson, Karen Murcia, Michael J. Berson, Victoria Damjanovic and Virginia McSporran",Tangible Digital Play in Australian and U.S. Preschools,Kappa Delta Pi Record,55,2,78--84,2019,Routledge,10.1080/00228958.2019.1580986
Molly Rockefeller and Jerrid W. Kruse,Classic Lessons 2.0: Simulating a Wave to Understand Science and Technology,Science Scope,43,9,58--64,2020,Routledge,10.1080/08872376.2020.12291352
"Yi-Pin Huang, Hoisoo Kim, Yingying Pan, Xiao-Li Zheng and Yun-Fang Tu",Promoting elementary school students’ programming learning: Effects of metacognitive vs. cognitive scaffolding,Journal of Research on Technology in Education,0,0,1--16,2024,Routledge,10.1080/15391523.2024.2338086
"Lauren Weisberg, Joanne Barrett, Maya Israel and Don Miller",A review of arts integration in K-12 CS education: gathering STEAM for inclusive learning,Computer Science Education,0,0,1--30,2024,Routledge,10.1080/08993408.2024.2359854
Brian Dorn and Jan Vahrenhold,Editorial,Computer Science Education,31,1,1--3,2021,Routledge,10.1080/08993408.2021.1889763
"Maria Y. Rodriguez, Lauri Goldkind, Bryan G. Victor, Barbara Hiltz and Brian E. Perron",Introducing Generative Artificial Intelligence Into the MSW Curriculum: A Proposal for the 2029 Educational Policy and Accreditation Standards,Journal of Social Work Education,60,2,174--182,2024,Routledge,10.1080/10437797.2024.2340931
"Nilüfer Atman Uslu, Gulay Öztüre Yavuz and Yasemin Koçak Usluel",A systematic review study on educational robotics and robots,Interactive Learning Environments,31,9,5874--5898,2023,Routledge,10.1080/10494820.2021.2023890
Ana Oliveira and David Oliveira,Perceptions of future basic education teachers about the potential of programming in the educational context,Educational Media International,60,3-4,183--195,2023,Routledge,10.1080/09523987.2023.2324598
Jonathan David Bostic,Think Alouds: Informing Scholarship and Broadening Partnerships through Assessment,Applied Measurement in Education,34,1,1--9,2021,Routledge,10.1080/08957347.2020.1835914
Heather Pacheco-Guffrey,Tech Talk: Hacking and Tracking Healthy Living,Science and Children,57,8,12--15,2020,Routledge,10.1080/19434812.2020.12291562
