title,journal,volume,pages,year,issn,doi,url,author,keywords,abstract
"RoboCupJunior for promoting STEM education, 21st century skills, and technological advancement through robotics competition",Robotics and Autonomous Systems,75,692-699,2016,0921-8890,https://doi.org/10.1016/j.robot.2015.05.013,https://www.sciencedirect.com/science/article/pii/S0921889015001281,Amy Eguchi,"Educational robotics, Robotics competitions, STEM education, Computational thinking, Engineering skills, 21st century skills","RoboCupJunior is an international educational robotics initiative, aiming to promote STEM content and skill learning among participating youth through educational robotics competition inaugurated in 2000. What makes RoboCupJunior quite unique is its relationship with RoboCup which aims to promote robotics and AI research, by offering a publicly appealing, but formidable challenge including development of soccer robots, search and rescue robots, and robots functions at home and at work. This paper introduces a case of RoboCupJunior and the effectiveness of its practice for enhancing learning of STEM contents and skills for innovation and creativity among participating students. It presents the survey results from one of the World Championships held in 2012, the anecdotal and personal account of participating US students on their learning experience from their participation in 2013 World Championship, and participating students’ technological and innovative contributions to highlight the impacts RoboCupJunior has had through over a decade of its practice."
Metacognition for artificial intelligence system safety – An approach to safe and desired behavior,Safety Science,151,105743,2022,0925-7535,https://doi.org/10.1016/j.ssci.2022.105743,https://www.sciencedirect.com/science/article/pii/S0925753522000832,Bonnie Johnson,"Metacognition, Artificial intelligence systems, Machine learning, System safety, Complexity","Advances in computational thinking and data science have led to a new era of artificial intelligence systems being engineered to adapt to complex situations and develop actionable knowledge. These learning systems are meant to reliably understand the essence of a situation and construct critical decision recommendations to support autonomous and human–machine teaming operations. In parallel, the increasing volume, velocity, variety, veracity, value, and variability of data is confounding the complexity of these new systems – creating challenges in terms of their development and implementation. For artificial systems supporting critical decisions with higher consequences, safety has become an important concern. Methods are needed to avoid failure modes and ensure that only desired behavior is permitted. This paper discusses an approach that promotes self-awareness, or metacognition, within the artificial intelligence systems to understand their external and internal operational environments and use this knowledge to identify potential failures and enable self-healing and self-management for safe and desired behavior."
Teaching and Learning Model for Artificial Intelligence Education,Procedia Computer Science,239,226-233,2024,1877-0509,https://doi.org/10.1016/j.procs.2024.06.166,https://www.sciencedirect.com/science/article/pii/S1877050924014091,Kil Hong Joo and Nam Hun Park,"Artificial intelligence education, Lower grades in elementary school","AI education aims to nurture convergence talents equipped with various knowledge and AI capabilities. However, the educational programs developed so far are designed for less than 10 sessions. This is insufficient time for students to understand artificial intelligence algorithms, utilize the learned principles of artificial intelligence, and expand by converging with various knowledge. Since the developmental characteristics of students in the lower grades of elementary school are different, it is difficult to apply them as they are. Therefore, it is necessary to study the following AI education teaching and learning methods suitable for lower grade students. In this study, we develop a teaching system design model for artificial intelligence-based subject convergence education for elementary school students in the lower grades, and based on this, design and apply an artificial intelligence-based subject convergence education program. Experiments were conducted with 47 second-year elementary school students, and students’ responses were better in the AI-based convergence education program than in general subject classes in terms of interest, understanding, and expectations for classes."
CALRECOD — A software for Computed Aided Learning of REinforced COncrete structural Design,Advances in Engineering Software,172,103189,2022,0965-9978,https://doi.org/10.1016/j.advengsoft.2022.103189,https://www.sciencedirect.com/science/article/pii/S0965997822000965,Luis Fernando Verduzco and Jaime Horta and Miguel A. Pérez Lara y Hernández and Juan Bosco Hernández,"CALRECOD, Reinforced concrete structures, High education, Computed aided learning, Optimization methods","It is presented the development and implementation of a new computed aided learning MatLab Toolbox for the design of reinforced concrete structures named as CALRECOD for their abbreviation Computer Aided Learning of Reinforced Concrete Design. Such development emerges as the result of a series of research works in the Autonomous University of Queretaro with the main purpose of improving the way in which the design of reinforced concrete structures is taught in high education institutions. CALRECOD uses optimization methods and algorithms to aid students in their design interaction learning so that they are able to compare their own designs and what commercial software delivers with optimal ones given certain load conditions on the elements or structures. The software consists almost entirely of MatLab functions (.m files) and the ACI 318-19 code is taken as their main design reference to make it internationally useful, although in some cases the Mexican code NTC-17 specifications are used. Besides MatLab functions, the software consists as well of ANSYS SpaceClaim script functions (.scscript files) as an additional tool for the aid in the visualization of design results in a 3D space in the software ANSYS SpaceClaim. CALRECOD has proven to be versatile, flexible and of easy use with a huge potential to increase learning outcomes for students in high education programs related with the design of reinforced concrete structures as well as to enhance the creation of efficient interactive environments for researchers and academics focused on the development of new design and analysis methods for such structures. With their optimization design functions, a solid comparison platform of designs’ performance could be laid out, and with its extended function design packages for structural systems, reinforced concrete design courses could be enhanced in a great deal regarding their program content’s scope. The software can be found at: https://github.com/calrecod/CALRECOD."
Student and teacher co-agency when combining CT with arts and design in a cross-curricular project,Computers and Education Open,4,100132,2023,2666-5573,https://doi.org/10.1016/j.caeo.2023.100132,https://www.sciencedirect.com/science/article/pii/S2666557323000101,Linda Mannila and Teemu Leinonen and Merja Bauters and Marjaana Veermans,"K-12 education, Computational thinking, Cross-curricular projects, Arts and design","The technological development has raised awareness for the importance of digital competence and computational thinking (CT) to understand the digital world and has resulted in revised curricula in many countries. In Finland, a new curriculum for grades 1–9 came into force in 2016 introducing digital competence (including programming) to be integrated in other subjects. Most teachers lack prior experience in programming and there is a need for suitable instructional models. This article presents a cross-curricular teaching sequence and the results from a case study conducted in four Finnish schools. Students in grades 4–6 collaboratively worked on a project combining arts, design and CT with other subjects. The results show that students demonstrated several CT abilities while working on their projects, in particular creativity, tinkering and debugging. The findings also indicate that teachers and students learned together (co-agency) and suggest that models like the teaching sequence can help and encourage teachers to integrate programming and CT in a cross-curricular manner. Still, the teachers’ knowledge, ambition level and understanding of the task at hand, as well as the organizational support appear to play a notable role when planning and carrying out projects of this kind. While CT is commonly seen as developed through programming, the teaching sequence seems to have fostered CT abilities through the project as a whole, with programming playing the role of a tool or a glue depending on the time available, and the students’ skill and ambition level."
Programming in early childhood education: A systematic review,International Journal of Child-Computer Interaction,32,100396,2022,2212-8689,https://doi.org/10.1016/j.ijcci.2021.100396,https://www.sciencedirect.com/science/article/pii/S2212868921000891,Elena Macrides and Ourania Miliou and Charoula Angeli,"Programming, Early-childhood education, Computational thinking, Robotics","The current study aims to provide a systematic review of the literature about the teaching of programming in early-childhood education, and specifically for the age group of 3–8 years old. The review presents empirical investigations with young learners and reports on relevant frameworks and curriculum programs, effects of teaching approaches and educational tools on learning, and learning outcomes and pedagogical benefits of teaching programming. Based on the empirical studies reviewed in this study, programming can be introduced to young learners as a stand-alone subject matter or can be integrated in the regular kindergarten curriculum with other subject areas such as music, movement and dance, art, science, mathematics, and literacy. In addition, programming can be infused in literacy and storytelling activities as a developmentally appropriate delivery approach. The authors conclude that future research should devote time and effort in the development of educational curricula in which the teaching of programming is fully integrated, as well as teacher training programs so that teachers become competent to teach programming in early childhood education."
Learning machine learning with very young children: Who is teaching whom?,International Journal of Child-Computer Interaction,25,100182,2020,2212-8689,https://doi.org/10.1016/j.ijcci.2020.100182,https://www.sciencedirect.com/science/article/pii/S2212868920300155,Henriikka Vartiainen and Matti Tedre and Teemu Valtonen,"Machine learning, Computational thinking, K-12, Participatory learning, Early childhood, Participatory research, Artificial intelligence","While artificial intelligence and machine learning is becoming a commonplace feature of people’s everyday lives, so far few theoretical or empirical studies have focused on investigating it in K-12​ education. Drawing on the sociocultural theory of learning and participation, this case study explored how six very young children taught and explored Google’s Teachable Machine in nonschool settings. Through fine-grained analysis of video recordings and interviews with the children, the article illustrates the content and the process of teaching where 3–9 year old children were producing machine learning data sets and models as well as observing, exploring, and explaining their own interaction with machine learning systems. The results illustrate the quick-paced and embodied nature of the child-computer interaction that also supported children to reason about the relationship between their own bodily expressions and the output of an interactive ML-based tool. The article concludes with discussions on the emergent process of teaching and learning as well as on ways of promoting children’s participation and sense of agency in the age of machine learning."
Erratum regarding missing Declaration of Competing Interest statements in previously published articles,International Journal of Child-Computer Interaction,41,100678,2024,2212-8689,https://doi.org/10.1016/j.ijcci.2024.100678,https://www.sciencedirect.com/science/article/pii/S2212868924000473,,,
Fuzzy knowledge based assessment system for K-12 Scientific Reasoning Competencies,Procedia Computer Science,225,3123-3132,2023,1877-0509,https://doi.org/10.1016/j.procs.2023.10.306,https://www.sciencedirect.com/science/article/pii/S1877050923014643,Manel BenSassi and Henda Ben Ghezala,"Learning analytics, educational recommendations, fuzzy competencies assessment, knowledge representation, fuzzy ontology, Scientific Reasoning competencies","Developing Scientific Reasoning (SR) competencies at an early age, are challenging to meet expectation of the 4th sustainable development goal. Hence, educators and educational decision-makers try to embed these competencies into such subjects as the arts, language, technology, economics, mathematics and science, using an inter-disciplinary approach. In this context, this paper proposes a fuzzy knowledge-based solution to build practical pupils, educators, and decision-makers recommender system to support the development of SR competencies in a data driver manner. Our system consists of:(1) inferring and computational module that calculates in a fuzzy manner the global appreciation to each SR-competencies. (2) recommendation module that aims to help learners, educators and decision makers to assess the degree of development of SR competencies and to get alternative suggestion of remediation. The proposed solution has been tested on the last two levels of science education in four Tunisian elementary schools in different regions. A preliminary analysis showed that the learning process should be more focused on Tunisian pupil's profile, and that investigation and collaborative based learning should be applied further in Tunisian classroom."
Assessing and refining an undergraduate computational science curriculum,Procedia Computer Science,1,857-865,2010,1877-0509,https://doi.org/10.1016/j.procs.2010.04.094,https://www.sciencedirect.com/science/article/pii/S1877050910000955,J. Russell Manson and Robert J. Olsen,"Computational science education, Computational thinking, Curriculum development, Assessment, Placement diagnostics, Force Concept Inventory (FCI), Rubrics","We describe our experiences with curriculum development and learning assessment in a new undergraduate computational science program. We report on the development and pilot testing of assessment tools in both core and cognate courses. Specifically, we detail a diagnostic assessment that predicted success in our introductory computational science course with reasonable reliability; we give an account of our use of an existing assessment tool to investigate how introducing computational thinking in a cognate course influences learning of the traditional course material; and we discuss developing a pancurriculum rubric for scoring computational science projects."
Multidisciplinary innovations and technologies for facilitation of self-regulated learning,Computers in Human Behavior,100,295-297,2019,0747-5632,https://doi.org/10.1016/j.chb.2019.07.020,https://www.sciencedirect.com/science/article/pii/S0747563219302638,Omid Noroozi and Sanna Järvelä and Paul A. Kirschner,,"Technology-enhanced learning environments provide ample opportunities for learners to self-regulate their learning processes and activities for achieving the intended learning outcomes in various disciplines from soft to hard sciences and from humanities to the natural and social sciences. This special issue discusses the emerging technological advancements and cutting-edge research on self-regulated learning dealing with different cognitive, motivational, emotional, and social processes of learning both at the individual and group levels. Specifically, it discusses how to optimally use advanced technologies to facilitate learners’ self-regulated learning for achieving their own individual learning needs and goals. In this special issue, seven researchers/research teams from the fields of collaborative learning, computational thinking, educational psychology, and learning analytics presented contributions to self-regulated learning with the goal of stimulating cross-border discussion in the field."
DORIT: An analytical model for computational empowerment in K-9 education,International Journal of Child-Computer Interaction,37,100599,2023,2212-8689,https://doi.org/10.1016/j.ijcci.2023.100599,https://www.sciencedirect.com/science/article/pii/S2212868923000363,Christian Dindler and Ole Sejer Iversen and Mikkel Hjorth and Rachel Charlotte Smith and Hannah Djurssø Nielsen,"Computational empowerment, DORIT, Analytical model, Ethical and societal implications, Technology education","This paper presents and explores an analytical, research-based model for computational empowerment in K-9 education. The model, entitled DORIT (“Do your Own Research In Technology”), contributes to Child–Computer Interaction research by providing scaffolding for teachers to create teaching activities emphasising a critical inquiry approach to computational empowerment. We present the DORIT model, its research base and report from a study where 18 in-service teachers took part in codesigning and testing lesson plans based on the model for grades 1, 6, 7 and 9. The lesson plans serve as proof-of-concept demonstrations of how the DORIT model can scaffold teaching activities. We further analyse how the teachers used the model in practice, and report from post-interviews with the teachers regarding their experiences with the model. We conclude the paper by discussing the potentials and challenges of the DORIT model to support computational empowerment in future CCI research."
Leveraging marine biotechnology for an All-Atlantic sustainable blue economy,Trends in Biotechnology,42,939-941,2024,0167-7799,https://doi.org/10.1016/j.tibtech.2023.12.011,https://www.sciencedirect.com/science/article/pii/S0167779923003670,Cristiane Thompson and Alice C. Ortmann and Thulani Makhalanyane and Fabiano Thompson,"All Atlantic, food security, biotechnology, low-carbon aquaculture, integrated multitrophic aquaculture, biofloc technology","Despite the lack of research, development, and innovation funds, especially in South Atlantic countries, the Atlantic is suited to supporting a sustainable marine bioeconomy. Novel low-carbon mariculture systems can provide food security, new drugs, and climate mitigation. We suggest how to develop this sustainable marine bioeconomy across the entire Atlantic."
How do you feel about learning to code? Investigating the effect of children’s attitudes towards coding using eye-tracking,International Journal of Child-Computer Interaction,17,50-60,2018,2212-8689,https://doi.org/10.1016/j.ijcci.2018.01.004,https://www.sciencedirect.com/science/article/pii/S2212868917300259,Sofia Papavlasopoulou and Kshitij Sharma and Michail N. Giannakos,"Children’s attitudes, Eye-tracking, Coding, Computational thinking, Constructionism","Computational thinking and coding for children are attracting increasing attention. There are several efforts around the globe to implement coding frameworks for children, and there is a need to develop an empirical knowledge base of methods and tools. One major problem for integrating study results into a common body of knowledge is the relatively limited measurements applied, and the relation of the widely used self-reporting methods with more objective measurements, such as biophysical ones. In this study, eye-tracking activity was used to measure children’s learning and activity indicators. The goal of the study is to utilize eye-tracking to understand children’s activity while they learn how to code and to investigate any potential association between children’s attitudes and their gaze. In this contribution, we designed an experiment with 44 children (between 8 and 17 years old) who participated in a full-day construction-based coding activity. We recorded their gaze while they were working and captured their attitudes in relation to their learning, excitement and intention. The results showed a significant relation between children’s attitudes (what they think about coding) and their gaze patterns (how they behaved during coding). Eye-tracking data provide initial insights into the behaviour of children, for example if children have difficulty in extracting information or fail to accomplish an expected task. Therefore, further studies need to be conducted to shed additional light on children’s experience and learning duringcoding."
Instructional supports for students with disabilities in K-5 computing: Findings from a cross-case analysis,Computers & Education,100,1-17,2016,0360-1315,https://doi.org/10.1016/j.compedu.2016.04.011,https://www.sciencedirect.com/science/article/pii/S0360131516300999,Melinda R. Snodgrass and Maya Israel and George C. Reese,"Universal design for learning, Students with disabilities, Pedagogy, Supports","As computer programming and computational thinking (CT) become more integrated into K-12 instruction, content teachers and special educators need to understand how to provide instructional supports to a wide range of learners, including students with disabilities. This cross-case analysis study examined the supports that two students with disabilities, who were initially disengaged during computing activities, received during computing instruction. Data revealed that students' support needs during computing activities were not CT-specific. Rather, supports specific to these students' needs that were successful in other educational areas were also successful and sufficient in CT. Although additional studies would need to be conducted to ascertain the transferability of these findings to other contexts and students, our results contribute evidence that students with disabilities can and should participate in CT and be provided with the supports they need, just as in all other areas of the curriculum. We present a framework for evaluating student engagement to identify student-specific supports and, when needed, refine the emerging K-12 CT pedagogy to facilitate full participation of all students. We then offer a list of four implications for practice based on the findings."
Current status of digital humanities research in Taiwan,Heliyon,9,e15851,2023,2405-8440,https://doi.org/10.1016/j.heliyon.2023.e15851,https://www.sciencedirect.com/science/article/pii/S240584402303058X,Pan Yuting and Jiang Yinfeng and Zhang Jingli,"Digital humanities, Text mining, Social network analysis, GIS","Purpose
Review the current research status of the theory, techniques, and practice of digital humanities in Taiwan.
Methods
Select the 8 issues of the Journal of Digital Archives and Digital Humanities from its inception in 2018–2021, and the papers of the 5-year International Conference of Digital Archives and Digital Humanities from 2017 to 2021 as the research data, and conduct text analysis of the collected 252 articles.
Results
From the statistical analysis results, the number of practical articles is the largest, followed by tools and techniques, and the least number of theoretical articles. Text tools and literature research are the most concentrated aspects of digital humanities research in Taiwan.
Limitations
It still needs to be further compared with the current research status of digital humanities in Mainland China.
Conclusions
Digital humanities in Taiwan focuses on the development of tools and techniques, and practical applications of literature and history, and focuses on Taiwan's native culture to form its own digital humanities research characteristics."
Exploring children's learning experience in constructionism-based coding activities through design-based research,Computers in Human Behavior,99,415-427,2019,0747-5632,https://doi.org/10.1016/j.chb.2019.01.008,https://www.sciencedirect.com/science/article/pii/S0747563219300184,Sofia Papavlasopoulou and Michail N. Giannakos and Letizia Jaccheri,"Constructionism, Coding, Computational thinking, Engagement, Children, Design-based research","Over the last few years, the integration of coding activities for children in K-12 education has flourished. In addition, novel technological tools and programming environments have offered new opportunities and increased the need to design effective learning experiences. This paper presents a design-based research (DBR) approach conducted over two years, based on constructionism-based coding experiences for children, following the four stages of DBR. Three iterations (cycles) were designed and examined in total, with participants aged 8–17 years old, using mixed methods. Over the two years, we conducted workshops in which students used a block-based programming environment (i.e., Scratch) and collaboratively created a socially meaningful artifact (i.e., a game). The study identifies nine design principles that can help us to achieve higher engagement during the coding activity. Moreover, positive attitudes and high motivation were found to result in the better management of cognitive load. Our contribution lies in the theoretical grounding of the results in constructionism and the emerging design principles. In this way, we provide both theoretical and practical evidence of the value of constructionism-based coding activities."
Augmented Reality and programming education: A systematic review,International Journal of Child-Computer Interaction,30,100335,2021,2212-8689,https://doi.org/10.1016/j.ijcci.2021.100335,https://www.sciencedirect.com/science/article/pii/S2212868921000544,Anastasios Theodoropoulos and George Lepouras,"Augmented Reality (AR), Programming learning, Coding learning, CS education, Review study","In recent years, Augmented Reality (AR) usage in the learning process has been growing. AR tools and environments lead to a variety of positive outcomes and impacts for educational purposes. Similarly, AR is changing the learning process in the Computer Science (CS) Education domain. There are numerous studies that adopt the immersive AR technology in order to improve Computational Thinking (CT) or programming skills, in several contexts. However, there are not sufficient studies that analyze the meaningful characteristics or the advantages and disadvantages of AR in the field. In order to better understand the impact of AR in programming education we performed a systematic literature review. This review analyzes 31 studies in the field. It explores the evolution of this developing technology, the challenges and issues that AR offers and discusses how this work can benefit student learning and further research."
Building a cognitive system based on process interaction,Cognitive Systems Research,83,101183,2024,1389-0417,https://doi.org/10.1016/j.cogsys.2023.101183,https://www.sciencedirect.com/science/article/pii/S1389041723001171,Viacheslav E. Wolfengagen and Larisa Ismailova and Sergey Kosikov,"Computational thinking, Applicative prestructure, Theory of combinators, Cognitive modeling, Computation process, Interaction, Semantic modeling","According to modern notions, computing is not separable from cognitive modeling and activity. This paper continues the tradition of the uniform approach and proposes a small number of general mechanisms that cope with the main known effects of computing as a science — the interaction of objects-as-processes, the interaction of processes with the environment, generalized interaction. As shown, the applicative prestructure (objects-as-processes, application) generates an applicative structure (processes, application, values), which ensures the generation of the result — the value of interactions, enabling the process of evaluation. The theory of combinators is used as the main (meta)mathematical means. A diagram mechanism has been developed that implements the emerging applicative computational system of object interaction and reflects the arity of accompanying the induced information processes. The processes are bidirectional in nature, both with a decrease in arity – reduction, and with an increase in arity – expansion."
The effects of coding on children's planning and inhibition skills,Computers & Education,148,103807,2020,0360-1315,https://doi.org/10.1016/j.compedu.2020.103807,https://www.sciencedirect.com/science/article/pii/S0360131520300099,Barbara Arfé and Tullio Vardanega and Lucia Ronconi,"Coding, Computational thinking, Executive function, Primary school children, Problem-solving","Computational thinking (CT) and the coding element of it are progressively entering in the primary school curriculum worldwide. Yet, little is known about the effects of these skills on children's cognitive development. In a cluster-randomized controlled trial, we examined how 1st-grade children's gains in coding skills that follow instructional intervention transfer to two important executive functions (EFs): planning and response inhibition. One-hundred seventy-nine (179) first graders from 5 schools and 10 class groups, with no prior experience of coding, were randomly assigned to an experimental (coding, 5 classes) or control (standard STEM, 5 classes) instructional condition. The experimental intervention involved 8 h of coding activities (two weekly lessons for 4 weeks), through the Code.org platform. Children in the control group were exposed to standard STEM instruction. Four coding tasks drawn from Code.org, two standardized planning tasks (Elithorn maze test and Tower of London, ToL, test) and two standardized response inhibition tasks (NEPSY-II inhibition subtest and numerical Stroop), were used to assess children's skills at the pretest and posttest (after the instructional intervention). To measure retention, the same skills were also assessed for 44 children from the experimental group 5 weeks from the posttest (follow up). The results show that practice with coding through Code.org not only improved measurably children's ability to solve coding problems, but also their EFs, increasing the time children spent planning, their ability to solve standardized planning tasks, and to inhibit prepotent responses. Such findings add to the still limited literature on the cognitive effects of coding, deepening our understanding of the positive implications of introducing Computational Thinking early in the school curriculum."
A blocks-based serious game to support introductory computer programming in undergraduate education,Computers in Human Behavior Reports,2,100037,2020,2451-9588,https://doi.org/10.1016/j.chbr.2020.100037,https://www.sciencedirect.com/science/article/pii/S2451958820300373,Adilson Vahldick and Paulo Roberto Farah and Maria José Marcelino and António José Mendes,"Computer programming learning, Blocks-based approach, Serious games","Blocks-based environments have been used to promote computational thinking (CT) and programming learning mostly in elementary and middle schools. In many countries, like Brazil and Portugal, isolated initiatives have been launched to promote CT learning, but until now there is no evidence of a widespread use of this type of environments. Consequently, it is not common that students that reach higher education nowadays are familiar with CT and programming. This paper presents the development of a serious game to support the learning of basic computer programming. It is a blocks-based environment including also resources that allow the teacher to follow the student’s progress and customize in-game tasks. Four cycles of experiments were conducted, improving both the game and how it was used. Based on the results of these experiences, the key contribution of this paper is a set of fourteen findings and recommendations to the creation and use of a game-based approach to support introductory computer programming learning for novices."
"Phogo: A low cost, free and “maker” revisit to Logo",Computers in Human Behavior,80,428-440,2018,0747-5632,https://doi.org/10.1016/j.chb.2017.09.029,https://www.sciencedirect.com/science/article/pii/S0747563217305551,Pablo Molins-Ruano and Carlos Gonzalez-Sacristan and Carlos Garcia-Saura,"Computational thinking, Technology education, Educational robots, LOGO, Pre-university education","Today it is almost impossible to spend a single day without depending on an information system, a computer or any other form of computation. Though the starting barrier is low, fundamental concepts are still required in order to manage the technicalities of the engineering environment and everyday computational systems. In 1967, Logo proposed to teach abstract programming concepts by providing a set of functions that had intuitive, visible effects over a robotic Turtle. LOGO was a success, but the robots quickly migrated into computer simulations. From LOGO, many followed. Scratch and Lego Mindstorm are some of the most notorious examples. Both introduced graphical block-based programming interfaces. We propose to bring back the powerful ideas behind LOGO by updating it with state of the art technologies. Phogo combines Python, Arduino and 3D printing into a low cost robot that is easy to build and control. The robot has a pen to draw shapes and can be commanded from a computer via a wireless link that is transparent to the students. The use of a physical robot can make programming more accessible for students with disabilities. The open and maker philosophies behind Phogo makes it more interesting as students will be able to access and study the electronic components. The textual programing language can be a long life companion for the students. In this work we discuss LOGO and other projects inspired by it, and we also share the methodology and design decisions behind Phogo, the results of its application in a workshop and the improvements we are currently developing."
Taking Computer Science and Programming into Schools: The Glyndŵr/BCS Turing Project,Procedia - Social and Behavioral Sciences,141,680-685,2014,1877-0428,https://doi.org/10.1016/j.sbspro.2014.05.119,https://www.sciencedirect.com/science/article/pii/S1877042814035435,Vic Grout and Nigel Houlden,"Computer science, programming, computing curriculum, teacher training, British Computer Society (BCS) Academy, Computing At School (CAS), Council of Professors and Heads of Computing (CPHC), Lego NXT Mindstorm, Raspberry Pi, Robot C, Scratch, Picoboards ;","2012 and 2013 have been challenging years for Computer Science (CS) education in the UK. After decades of national neglect, there has been a sudden impetus to reintroduce CS into the 11-16 age school curriculums. Immediate obstacles include a generation of children with no CS background and an estimated need for 20,000 new CS teachers - existing UK IT teachers being insufficiently qualified and experienced. The Computing at School (CAS) movement has been instrumental in this quantum transition from an IT to Computing syllabus, as have the British Computer Society (BCS), leading UK universities and a number of major international technology companies, including Microsoft, Google, IBM, British Telecom and Facebook.This paper discusses the background to this position and the progress being made to address these challenges. It describes, in particular, the work of the BCS-funded Glyndwr University ‘Turing Project’ in introducing Welsh high-school students and staff to high-level programming and ‘computational thinking’. The Turing Project uses an innovative combination of Lego NXT Mindstorm robots, Raspberry Pi computers and PicoBoard hardware together with the Robot C and Scratch programming platforms. The paper discusses initial objectives and the general approach, describes focused delivery across different age groups and ability ranges and presents results and analysis demonstrating the effectiveness of the programme. Lessons learnt and future directions are considered in conclusion."
Ethical enactivism for smart and inclusive STEAM learning design,Heliyon,9,e19205,2023,2405-8440,https://doi.org/10.1016/j.heliyon.2023.e19205,https://www.sciencedirect.com/science/article/pii/S2405844023064137,Claudio Aguayo and Ronnie Videla and Francisco López-Cortés and Sebastián Rossel and Camilo Ibacache,"STEAM, Ethical enactivism, Immersive learning, Systems thinking, Planetary wellbeing","Current global challenges of the 21st century promote STEAM (science, technology, engineering, arts and mathematics) education and digitalization as a means for humans to be the central actors in the construction of a sustainable society that favors a sense of worth and global wellbeing. In this scenario, new educational technology tools and immersive learning affordances (possibilities), offer unprecedented potential for the design of smart and dynamic learning systems and contexts that can enhance learning processes across varied audiences and educational settings. However, current STEAM education practice lacks attention to equipping all citizens with the necessary skills to use digital technologies in an ethical, critical and creative way. This gap calls for attention in design processes, principles and practices that are attentive to ethical considerations and values-based approaches. On the other hand, in its formulation STEAM as an educational approach is framed in four fundamental pillars: creativity, inclusion, citizenship and emerging technologies, which also put attention on the inclusion of disadvantaged and underrepresented social groups during STEAM education design. Following an apparent need to explore ethical and inclusive design in STEAM education, and inspired in the 4E cognition framework, ethical enactivism and embodied and ecosomaesthetics experience design, here we propose a theoretical framework grounded on systems thinking for the design of smart and dynamic STEAM learning systems and settings. The framework is aimed at STEAM educational psychologists, educational technologists, learning designers and educational practitioners who wish to address the global challenges of 21st century education by means of creative, innovative and inclusive education design."
The art of the Wunderlich cube and the development of spatial abilities,International Journal of Child-Computer Interaction,18,1-7,2018,2212-8689,https://doi.org/10.1016/j.ijcci.2018.03.003,https://www.sciencedirect.com/science/article/pii/S2212868917301010,Victor Winter and Betty Love and Cindy Corritore,"Spatial reasoning, Mathematical analysis, Coding, 3D printing","This paper advocates for a future where the teaching of math and art are harmoniously intertwined as they were in the days of da Vinci. In this future, code provides the “brush” that enables the expression of artistic ideas and mathematical structures in digital and digitally-fabricated mediums. This educational idea is motivated by (1) literature supporting the position that visual thinking and spatial reasoning significantly impact STEAM disciplines, and (2) Piaget’s theory of cognitive development in which children, in the concrete operational stage, solve problems relating to physical objects (i.e., they learn-by-making). A project is then described involving the creation of a 3D artifact we call a Wunderlich cube — a mathematical artifact that embodies numerous spatial reasoning puzzles. An understanding of the properties of the Wunderlich cube is developed through manual construction using LEGO®, mathematical analysis, computational thinking, coding, and 3D printing."
Who creates our computational worlds? A review of Critically Conscious Computing: Methods for secondary education,International Journal of Child-Computer Interaction,35,100546,2023,2212-8689,https://doi.org/10.1016/j.ijcci.2022.100546,https://www.sciencedirect.com/science/article/pii/S2212868922000642,Brendan Henrique and Collette Roberto and Michelle Hoda Wilkerson,"Computational thinking, Computational literacy, Computer science education, Critical computing, Critical computational literacy, Critical computer science education","Despite growing attention to the social and ethical dimensions of Computer Science (CS), few practical resources exist to teach and learn CS through the lens of social responsibility. In Critically Conscious Computing, Ko and colleagues provide a comprehensive overview of foundational computing concepts with a sharp and needed critical perspective. In this review, we attend not only to the content of the book, but also to its format as a free, online, “living” text. The book is commendable for its tight integration of technical and socio-critical aspects of computing, approachable conversational style, and collection of flexible and practical resources for teachers. It would benefit from refinement of the integration chapters and a more explicit model for how educators themselves can approach new or different CS concepts through a critical frame. Overall, we strongly recommend this book for CS Educators at all levels for its balance of depth and practicality."
Design-based education in STEM: for learners of the 21st century,,,198-206,2023,,https://doi.org/10.1016/B978-0-12-818630-5.13077-5,https://www.sciencedirect.com/science/article/pii/B9780128186305130775,Yong Ju Jung and Gi Woong Choi and Soo Hyeon Kim,"Design-based education, Design thinking, Digital media creation, Engineering design, Makerspaces, STEM+C education, STEM education, 21st century learning","This article aims to conceptualize design-based education (DBE) in STEM educational settings and provide examples of current DBE practices followed by discussing the gaps of current DBE. We define DBE as educational theory and practice that integrate and transform design processes and design thinking into learning experiences. DBE is well-aligned with the 21st century STEM education because it can enhance learner-centered pedagogy, learners' critical thinking, collaboration, interest-driven learning, and integrative STEM learning. More attention to concrete strategies for the integrative STEM education in DBE and systems of preparing educators for DBE is needed for better learning experiences."
