author,title,journal,volume,number,pages,year,publisher,doi
"Tri Astari, Ali Mustadi, Kosmas Sobon, Andreas Yoga Arditama and Aprian Subhananto",Implementing a 21st century Competency-Based Curriculum Through Lesson Study: Teacher Learning About Cross-Curricular and Online Pedagogy,Asia Pacific Journal of Education,0,0,1--3,2024,Routledge,10.1080/02188791.2024.2396530
Nidhi Shrivastava,"Educational Strategies for Youth Empowerment in Conflict Zones: Transforming, Not Transmitting Trauma",South Asian Review,44,1,60--62,2023,Routledge,10.1080/02759527.2022.2137082
"Tamás Terlaky, Etienne de Klerk, Goran Lesaja and Dick den Hertog",Special issue in honour of Professor Kees Roos’ 70th Birthday,Optimization Methods and Software,28,3,393--395,2013,Taylor \& Francis,10.1080/10556788.2013.788273
Massimo Morellato,Digital Competence in Tourism Education: Cooperative-experiential Learning,Journal of Teaching in Travel \& Tourism,14,2,184--209,2014,Routledge,10.1080/15313220.2014.907959
Louise P. Flannery and Marina Umaschi Bers,Let’s Dance the “Robot Hokey-Pokey!”,Journal of Research on Technology in Education,46,1,81--101,2013,Routledge,10.1080/15391523.2013.10782614
Holly Amerman,Resource Rendezvous: Pulsar: A Podcast,The Science Teacher,89,4,10--11,2022,Routledge,10.1080/00368555.2022.12293677
Nathan Piekielek and Marcy Bidney,"The More Things Change, The More They Stay The Same",Journal of Map \& Geography Libraries,15,1,1--4,2019,Routledge,10.1080/15420353.2019.1691902
David C. Jackson,Inscriptive instruments: emergent sonic technologies from the analog to the digital,Sound Studies,6,2,260--263,2020,Routledge,10.1080/20551940.2020.1742413
Amelia McNamara,Key Attributes of a Modern Statistical Computing Tool,The American Statistician,73,4,375--384,2019,ASA Website,10.1080/00031305.2018.1482784
"Selena Steinberg, Melissa Gresalfi, Lauren Vogelstein and Corey Brady",Coding choreography: Understanding student responses to representational incompatibilities between dance and programming,Journal of Research on Technology in Education,56,3,314--331,2024,Routledge,10.1080/15391523.2022.2135144
Do-Yong Park and Mira Park,Examining the Features of Earth Science Logical Reasoning and Authentic Scientific Inquiry Demonstrated in a High School Earth Science Curriculum: A Case Study,Journal of Geoscience Education,61,4,364--377,2013,Routledge,10.5408/12-360.1
"Claudia Bode, William G. Welch, Sarah Abeita and Julian R. Silverman",Idea Bank: Versatile 3D Printed Colorimetry Toolkits,The Science Teacher,87,6,20--22,2020,Routledge,10.1080/00368555.2020.12293501
Mary Ann Stankiewicz,Why Research in Art Education?,Studies in Art Education,57,1,3--5,2015,Routledge,10.1080/00393541.2015.11666278
"Daryl Greenfield, Betty Zan, Christine McWayne, Michael Harris, Alexandra Alexander, Wendy Ochoa and Jayanthi Mistry",Early childhood science practices observation tool (EC-SPOT): assessing science practices across multiple classroom contexts,International Journal of Science Education,0,0,1--19,2024,Routledge,10.1080/09500693.2024.2305634
Nancy A. Price,Practice-Crosscutting Concept pairs of the NGSS and ways of knowing in the Earth \& Space Sciences,Journal of Geoscience Education,71,2,253--265,2023,Routledge,10.1080/10899995.2022.2126652
"Maureen Mauk, Rebekah Willett and Natalie Coulter",The can-do girl goes to coding camp: a discourse analysis of news reports on coding initiatives designed for girls,"Learning, Media and Technology",45,4,395--408,2020,Routledge,10.1080/17439884.2020.1781889
Brian Dorn and Jan Vahrenhold,EDITORIAL,Computer Science Education,28,2,113--116,2018,Routledge,10.1080/08993408.2018.1523574
A. Benjamin Spaeth,Editorial,Architectural Science Review,63,2,103--104,2020,Taylor \& Francis,10.1080/00038628.2020.1732060
"Hannah Hellman, Laura Peticolas and Lynn Cominsky",Teaching for Tomorrow: Science Literacy in The Classroom,The Science Teacher,91,1,31--35,2024,Routledge,10.1080/00368555.2023.2292333
Holly Amerman,Resource Rendezvous: Our Great National Parks,The Science Teacher,90,1,14--15,2022,Routledge,10.1080/00368555.2022.12293719
Amy L. Phelps and Kathryn A. Szabat,The Current Landscape of Teaching Analytics to Business Students at Institutions of Higher Education: Who is Teaching What?,The American Statistician,71,2,155--161,2017,ASA Website,10.1080/00031305.2016.1277160
David Gibson,Assessing Teaching Skills with a Mobile Simulation,Journal of Digital Learning in Teacher Education,30,1,4--10,2013,Routledge,10.1080/21532974.2013.10784720
David Caswell and Konstantin Dörr,Automated Journalism 2.0: Event-driven narratives,Journalism Practice,12,4,477--496,2018,Routledge,10.1080/17512786.2017.1320773
Evi Rizqi Salamah,Children’s creative inquiry in STEM,Education 3-13,0,0,1--3,2023,Routledge,10.1080/03004279.2023.2287532
Veselin Jungić and Andrijana Burazin,On Experimental Mathematics and Mathematics Education,The American Mathematical Monthly,128,9,832--844,2021,Taylor \& Francis,10.1080/00029890.2021.1964275
"Deborah Ann Fields, Yasmin Kafai, Tomoko Nakajima, Joanna Goode and Jane Margolis",Putting Making into High School Computer Science Classrooms: Promoting Equity in Teaching and Learning with Electronic Textiles in Exploring Computer Science,Equity \& Excellence in Education,51,1,21--35,2018,Routledge,10.1080/10665684.2018.1436998
Edet E. Okon and Ann E. Dijeh,Computer laboratory resources and learning of word processing among business and home economics education undergraduates,Cogent Education,9,1,2090188,2022,Cogent OA,10.1080/2331186X.2022.2090188
Linda Frederiksen,Big Data,Public Services Quarterly,8,4,345--349,2012,Routledge,10.1080/15228959.2012.730411
"Jiansheng Li, Yuyu Lin, Mingzhu Sun and Rustam Shadiev","Socially shared regulation of learning in game-based collaborative learning environments promotes algorithmic thinking, learning participation and positive learning attitudes",Interactive Learning Environments,31,3,1715--1726,2023,Routledge,10.1080/10494820.2020.1857783
Stacey Pigg," Does Writing Have a Future?, by Vilém Flusser",Rhetoric Society Quarterly,42,5,499--503,2012,Routledge,10.1080/02773945.2012.731845
Cameron L. Roberts and Michael S. Horn,Computational musicking: music + coding as a hybrid practice,Behaviour \& Information Technology,0,0,1--21,2024,Taylor \& Francis,10.1080/0144929X.2024.2402533
Allan Rossman and Deborah Nolan,Interview with Deborah Nolan,Journal of Statistics Education,23,3,,2015,Taylor \& Francis,10.1080/10691898.2015.11889751
Holly Amerman,New! Resource Rendezvous: A Podcast You Should Know: SYSK,The Science Teacher,88,5,18--19,2021,Routledge,10.1080/00368555.2021.12293607
Maria Elena Oliveri and Robert J. Mislevy,Introduction to “Challenges and Opportunities in the Design of ‘Next-Generation Assessments of 21st Century Skills’” Special Issue,International Journal of Testing,19,2,97--102,2019,Routledge,10.1080/15305058.2019.1608551
Michael Tan,STEM as opportunity to get TSLN right: Science education for economically productive creativity,Asia Pacific Journal of Education,40,4,485--500,2020,Routledge,10.1080/02188791.2020.1838882
"Quintin Cutts, Judy Robertson, Peter Donaldson and Laurie O’Donnell",An evaluation of a professional learning network for computer science teachers,Computer Science Education,27,1,30--53,2017,Routledge,10.1080/08993408.2017.1315958
"Matthew Berland, Taylor Martin, Tom Benton, Carmen Petrick Smith and Don Davis",Using Learning Analytics to Understand the Learning Pathways of Novice Programmers,Journal of the Learning Sciences,22,4,564--599,2013,Routledge,10.1080/10508406.2013.836655
Anthony Robins,The ongoing challenges of computer science education research,Computer Science Education,25,2,115--119,2015,Routledge,10.1080/08993408.2015.1034350
"Nani Teig, Ronny Scherer and Rolf Vegar Olsen",A systematic review of studies investigating science teaching and learning: over two decades of TIMSS and PISA,International Journal of Science Education,44,12,2035--2058,2022,Routledge,10.1080/09500693.2022.2109075
Adam Bennion and Elizabeth A. Davis,Connecting the Science Practices to Teaching and Learning: Preservice Elementary Teachers’ Professed and Intended Beliefs,Journal of Science Teacher Education,34,6,645--666,2023,Routledge,10.1080/1046560X.2022.2130258
Ronen Even Tzur,Coding as the Foundation for Learning,Childhood Education,99,5,74--77,2023,Routledge,10.1080/00094056.2023.2255117
Susan Meabh Kelly,Digging for DATA,The Science Teacher,88,5,24--35,2021,Routledge,10.1080/00368555.2021.12293609
Ruth Ang-Tan and Siyuan Ang,Understanding the smart city race between Hong Kong and Singapore,Public Money \& Management,42,4,231--240,2022,Routledge,10.1080/09540962.2021.1903752
"Şahin Gökçearslan, Hatice Yildiz Durak and Nilüfer Atman Uslu",Acceptance of educational use of the Internet of Things (IoT) in the context of individual innovativeness and ICT competency of pre-service teachers,Interactive Learning Environments,32,2,557--571,2024,Routledge,10.1080/10494820.2022.2091612
"Chia-Yu Wang, Sufen Chen and Ming-Yuan Huang",Exploring medical students’ metacognitive and regulatory dimensions of diagnostic problem solving,Medical Education Online,28,1,2210804,2023,Taylor \& Francis,10.1080/10872981.2023.2210804
Julian Pigott,Less is more: education for uncertain times,"Globalisation, Societies and Education",20,3,251--261,2022,Routledge,10.1080/14767724.2021.1882956
Lina Rahm,Educational imaginaries: governance at the intersection of technology and education,Journal of Education Policy,38,1,46--68,2023,Routledge,10.1080/02680939.2021.1970233
Andrea Capra,STAYING WITH THE DARKNESS,Angelaki,26,1,124--141,2021,Routledge,10.1080/0969725X.2021.1863601
"Tai-Quan Peng, Hai Liang and Jonathan J. H. Zhu",Introducing computational social science for Asia-Pacific communication research,Asian Journal of Communication,29,3,205--216,2019,Routledge,10.1080/01292986.2019.1602911
Peter Williams,"Assessing collaborative learning: big data, analytics and university futures",Assessment \& Evaluation in Higher Education,42,6,978--989,2017,SRHE Website,10.1080/02602938.2016.1216084
Marisa Castronova and Ellina Chernobilsky,Teachers’ Pedagogical Reflections on the Next Generation Science Standards,Journal of Science Teacher Education,31,4,401--413,2020,Routledge,10.1080/1046560X.2019.1710387
Bin Wang and Ping-ping Li,Digital creativity in STEM education: the impact of digital tools and pedagogical learning models on the students’ creative thinking skills development,Interactive Learning Environments,32,6,2633--2646,2024,Routledge,10.1080/10494820.2022.2155839
"Erica M. Staehling, Hannah R. Hiester and Barbara M. Shoplock",Using Connected Learning Principles to Foster Authentic STEM Research Experiences Remotely,Connected Science Learning,5,2,12318627,2023,Routledge,10.1080/24758779.2023.12318627
"Bill Lindquist, Bryna Wiens, Robyn Char, Leah Mark and Joshua Baumgartner",Inquiry Zones,Science and Children,57,6,26--30,2020,Routledge,10.1080/00368148.2020.12291539
Umadevi Garimella and Nesrin Sahin,Digging Deeper,The Science Teacher,88,4,36--40,2021,Routledge,10.1080/00368555.2021.12293597
"Colby Tofel-Grehl, David Feldon, Soojeong Jeong, Kristin Searle, Tyler Hansen and Brenda Bennett",Impacts of maker technologies on classroom learning outcomes: A mixed methods explanatory study,The Journal of Educational Research,116,4,198--205,2023,Routledge,10.1080/00220671.2023.2239185
Aleata Hubbard,Pedagogical content knowledge in computing education: a review of the research literature,Computer Science Education,28,2,117--135,2018,Routledge,10.1080/08993408.2018.1509580
Holly Amerman,Resource Rendezvous: Project Hail Mary,The Science Teacher,89,5,58--59,2022,Routledge,10.1080/00368555.2022.12293700
