"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Study of cognitive activity in AI-augmented design iteration support","C. Zhou; Y. Li; C. Wu; Y. Shao; Y. Zhou","School of artistic design & creation, Zhejiang University City College, Hangzhou, China; School of artistic design & creation, Zhejiang University City College, Hangzhou, China; The University of Waikato Joint Institute at Zhejiang University City College, Zhejiang University City College, Hangzhou, China; The University of Waikato Joint Institute at Zhejiang University City College, Zhejiang University City College, Hangzhou, China; The University of Waikato Joint Institute at Zhejiang University City College, Zhejiang University City College, Hangzhou, China",2021 14th International Symposium on Computational Intelligence and Design (ISCID),"20 Jan 2022","2021","","","78","82","As a repetition of cognitive activities occurring in designers' thinking process, mental iteration is considered to be a natural feature of a designer's competency. Although the utilization of mental iteration is believed to increase the efficiency of the design process and lead to better quality solutions, the current understanding of it is still limited. This paper presents coding categories that were developed from a study on graphic design behavior. An experiment is conducted to study the effect of AI-augmented on the behavior of mental iteration. The results indicate AI-augment increases the frequency of cognitive activities in design iterations.","2473-3547","978-1-6654-3856-8","10.1109/ISCID52796.2021.00027","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9679201","design cognition;design iteration;artificial intelligence","Graphics;Encoding;Computational intelligence","","1","","19","IEEE","20 Jan 2022","","","IEEE","IEEE Conferences"
"Nice data mining!","A. Niimi","Faculty of Systems Information Science, Future University Hakodate, Hakodate, Hokkaido 041-8655, Japan",2021 IEEE 12th International Workshop on Computational Intelligence and Applications (IWCIA),"30 Nov 2021","2021","","","1","1","The statement “Data Scientist: The Sexiest Job of the 21st Century” was printed in the Harvard Business Review about 10 years ago. Since then, data mining and artificial intelligence (AI) have become widespread and have been utilized in research and real world applications. We sometimes get consultations such as, “Please teach me about AI,” “I want to use deep learning in my business,” or “I want data mining to do a good job of analysis. What should researchers do? In response to these consultations, I will discuss three issues: 1) problems in which the data are available but cannot be used immediately (preprocessing issues), 2) problems in which the results are difficult to explain in an easy-to-understand manner (explainable AI), and 3) problems in which the purpose of data analysis has not been identified. First, I consider the topic “when we receive a consultation, there is a lot of data, but it is not ready for use.” This is a case in which the “data ready” stage identified by the researcher is different from the “data ready” stage identified by a general person. The second topic considers the following problem “the results presented by researchers are difficult for a general person to understand.” The researcher's explanations of the algorithm and its results are very difficult. A general person is unable to judge the data analysis result from the viewpoint of “is it useful for business?” The last topic is the most difficult; A general person vaguely thinks that “AI can do something,” but “something” does not allow researchers to identify issues. I will discuss the relationship between research and practical use and what can be done from an academic standpoint.","1883-3977","978-1-6654-4425-5","10.1109/IWCIA52852.2021.9626025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9626025","","Deep learning;Data analysis;Conferences;Data mining;Artificial intelligence;Computational intelligence;Business","","","","0","IEEE","30 Nov 2021","","","IEEE","IEEE Conferences"
"Smart model of accessibility and mobility of health care","M. H. Ahouandjinou; D. Medenou; R. C. Houessouvo; M. A. G. Houdji","Electrotechnical Laboratory of Telecommunications and Applied Informatic/Polytechnic School of Abomey-Calavi, University of Abomey-Calavi, Cotonou, Benin; Electrotechnical Laboratory of Telecommunications and Applied Informatic/Polytechnic School of Abomey-Calavi, University of Abomey-Calavi, Cotonou, Benin; Electrotechnical Laboratory of Telecommunications and Applied Informatic/Polytechnic School of Abomey-Calavi, University of Abomey-Calavi, Cotonou, Benin; Electrotechnical Laboratory of Telecommunications and Applied Informatic/Polytechnic School of Abomey-Calavi, University of Abomey-Calavi, Cotonou, Benin","2021 International Conference on Computing, Computational Modelling and Applications (ICCMA)","12 Oct 2021","2021","","","153","158","Benin’s health system, like all health systems, is faced with the challenge of providing quality, safe and affordable health care. The problems of understaffing of health care personnel compared to the WHO recommendation on the one hand, and the problems of poor distribution of these health care personnel over the extent of the health care system on the other hand, lead us to think about a model of mobility and accessibility of health care in Benin. This work aims at setting up an intelligent algorithm of accessibility and mobility of health care and will allow any patient embarked at any point of the health system to be taken care of automatically by a doctor and a nurse. To achieve this, we have (i) studied the state of the art of healthcare accessibility and mobility, (ii) modeled the healthcare trajectory, (iii) developed an algorithm for the automatic assignment and management of a patient in a healthcare system and simulated it using operations research and graph tools. The work allowed to set up a dynamic algorithm of accessibility to health care and to answer the challenges of the health care systems.","","978-1-6654-2567-4","10.1109/ICCMA53594.2021.00032","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9565174","Accessibility;Mobility;Dynamic algorithm;embedded patient;Care trajectory","Operations research;Heuristic algorithms;Computational modeling;Medical services;Tools;Trajectory;Personnel","","","","20","IEEE","12 Oct 2021","","","IEEE","IEEE Conferences"
"MOOC Mixed Impact on Teaching College English Graded Teaching ESP","H. Rong; L. Wang","Heilongjiang University of Technology, Ji Xi, Heilongjiang, China; Heilongjiang University of Technology, Ji Xi, Heilongjiang, China","2021 International Conference on Computers, Information Processing and Advanced Education (CIPAE)","26 Nov 2021","2021","","","258","261","The country's demand for talents with higher English literacy is more and more urgent in the era of internationalization. The rise and development of MOOC (Massive Open On Line Course) is explosive in China, and it has been widely used in various courses of universities, improving the teaching quality and education level effectively. ESP (English for Specific purposes), as a core course to improve students' professional English literacy, plays an irreplaceable role. Traditional ESP teaching has some shortcomings, such as single teaching mode, boring teaching process, obsolete teaching resources, etc. The teaching reform is imperative in order to meet the needs of the times. The emergence of MOOC brings opportunities for ESP teaching. This paper puts forward the exploration direction of ESP teaching based on the teaching advantages of MOOC and the teaching characteristics of ESP.","","978-1-6654-2665-7","10.1109/CIPAE53742.2021.00069","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9610344","ESP;MOOC;teaching thinking","Computers;Computer aided instruction;Adaptation models;Electronic learning;Computational modeling;Education;Information processing","","","","7","IEEE","26 Nov 2021","","","IEEE","IEEE Conferences"
"SE-First: A New Approach to Software Engineering Education","C. Maly; S. Person; L. -K. Soh","Department of Computer Science and Engineering, University of Nebraska-Lincoln, Lincoln, USA; Department of Computer Science and Engineering, University of Nebraska-Lincoln, Lincoln, USA; Department of Computer Sciecne and Engineering, University of Nebraska-Lincoln, Lincoln, USA",2021 IEEE Frontiers in Education Conference (FIE),"20 Dec 2021","2021","","","1","9","In this Innovative Practice Full Paper, we note that the way software is developed has changed significantly in the past 50 years. Software developers today cannot just be good at writing code; they must also possess non-technical skills in order to work successfully within diverse teams and have an appreciation for the tools and processes needed to build and maintain complex systems. In this work, we describe a novel first-year Software Engineering-First (SE-First) curriculum that introduces students to the broader picture of software development while students learn fundamental computing concepts. To assess the effectiveness of our novel first-year curriculum, we compare students who completed the first-year software engineering curriculum with students who completed our traditional computer science curriculum. We assess student knowledge of computing concepts, and their self-efficacy. Initial results show that students who complete the first-year software engineering courses perform as well or better on the computing concepts test, they are more confident in their computing abilities and in the application of computing skills to their field, and they have a higher success rate in their first-year computing courses (i.e., fewer students drop the course and fewer students receive a D or F course grade) compared with students who complete the traditional first-year computing program.","2377-634X","978-1-6654-3851-3","10.1109/FIE49875.2021.9637325","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9637325","software engineering;education;curriculum;software engineering-first model;computational thinking;attitudes;perceptions","Computer science;Codes;Computational modeling;Education;Writing;Market research;Software","","2","","14","IEEE","20 Dec 2021","","","IEEE","IEEE Conferences"
"Chapter 8 Computational Intelligence for Designing Integrated Circuits and Systems","",,"Selected Topics in Intelligent Chips with Emerging Devices, Circuits and Systems","","2022","","","179","204","Memristors have provided a new direction of thinking for circuit designers to overcome the limits of scalability and for thinking of building systems beyond Moore’s law. Over the last decade, there has been a significant number of innovations in using memristors for building neural networks through analog computing, in-memory computing, and stochastic computing approaches. The emergence of intelligent integrated circuits is inevitable for the future of integrated circuit applications. This book provides a collection of talks conducted as part of the IEEE Seasonal School on Circuits and System, having a focus on Intelligence in Chip: Tomorrow of Integrated Circuits. Technical topics discussed in the book include: • Edge of Chaos Theory Explains Complex Phenomena in Memristor Circuits • Analog Memristive Computing • Designing energy efficient neo-cortex system with on-device learning • Integrated sensors • Challenges and recent advances in NVM based Neuromorphic Computing ICs • In-memory Computing (for deep learning) • Deep learning with Spiking Neural Networks • Computational Intelligence for Designing Integrated Circuits and Systems • Neurochip Design, Modeling, and Applications","","9788770227643","","","https://ieeexplore.ieee.org/xpl/ebooks/bookPdfWithBanner.jsp?fileName=9933664.pdf&bkn=9933653&pdfType=chapter","","","","","","","","31 Oct 2022","","","River Publishers","River eBook Chapters"
"Developing Accurate Predictive Model Using Computational Intelligence for Optimal Inventory Management","M. Siek; K. Guswanto","Faculty of Computing and Media Bina Nusantara University, Business Information Systems Program School of Information System, Jakarta, Indonesia; Faculty of Computing and Media Bina Nusantara University, Business Information Systems Program School of Information System, Jakarta, Indonesia",2021 13th International Conference on Information & Communication Technology and System (ICTS),"23 Nov 2021","2021","","","218","223","People are all currently living in the world where data has changed how company think, act and plan. Data, if used correctly, might be able to become a company's sharpest weapon in fighting the competition with other companies. Inventory cost is one of the most burdening costs in the food and beverage industry with the items like degradable raw materials or fresh ingredients. If not managed correctly might become a waste causing loss to the company. Degraded ingredients also might lower the overall food quality which might result in unsatisfied customers. Managing inventory, however, is not as easy as it seems, especially with the traditional method. This paper focuses on development of accurate predictive model using computational intelligence for optimal inventory management with a case study of restaurant ingredient management. Several machine learning algorithms like linear regression, multi-layer perceptron, random tree, random forest, and model trees were utilized to build accurate predictive models from time series data of the restaurant inventory. With good prediction system using computational intelligence, the inventory cost and wasted ingredients can be significantly reduced, which this eventually maximizes the profit.","","978-1-6654-4059-2","10.1109/ICTS52701.2021.9608492","Bina Nusantara University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9608492","machine learning algorithm;time series forecasting;inventory optimization and control","Waste reduction;Machine learning algorithms;Costs;Weapons;Companies;Predictive models;Inventory management","","2","","19","IEEE","23 Nov 2021","","","IEEE","IEEE Conferences"
"Build your own robot","P. Plaza; M. Castro; E. Sancristobal; F. García-Loro; R. Gil; A. Menacho; M. Blázquez; B. Quintana; S. Martin; F. Mur; A. Macho; P. Baizán; R. Carrasco; G. Carro; Á. López-Rey; C. Pérez; R. Meier; E. Tovar","DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; DIEECTQAI UNED, Madrid, Spain; Electrical Engineering and Computer Science, Milwaukee School of Engineering, Milwaukee, United States; Languages and Computer Systems and Software Engineering UPM, Madrid, Spain",2021 IEEE Global Engineering Education Conference (EDUCON),"18 Jun 2021","2021","","","543","551","This Research to Practice Full Paper presents a pilot test framed in educational robotics where parents and child work together during the same session. In recent years, an educational movement has emerged that is related to the introduction of computational thinking, programming, and robotics in schools. Educational robotics is presented as one more resource that serves as a support in the different curricular subjects and facilitates the emergence of skills such as socialization, creative spirit and personal initiative, allowing participants to find answers to the problems that may arise in their reality. It is for this reason that a pilot test was carried out where we included the participants' parents in a session. To do this we used the Crumble controller, a platform that is programmed using block programming language. This platform also allows making electrical connections in an amazingly simple way. From the mechanical point of view, we use materials that can be easily machined, both by children and by inexperienced people. At the end of the experience, the assistants completed the assembly of their own robot. The article contains a study of the state of the art of using educational robotics. It also includes an analysis of the different tools mostly used in educational robotics. Also, throughout the article the learning methodology used, the different educational resources and the results obtained from the experience are described.","2165-9567","978-1-7281-8478-4","10.1109/EDUCON46332.2021.9453965","Erasmus; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9453965","Collaboration;Education;Educational Robotics;Learning technology","Robotic assembly;Computer languages;Conferences;Tools;Collaborative work;Teamwork;Engineering education","","2","","49","IEEE","18 Jun 2021","","","IEEE","IEEE Conferences"
"Cloud-Native Repositories for Big Scientific Data","R. P. Abernathey; T. Augspurger; A. Banihirwe; C. C. Blackmon-Luca; T. J. Crone; C. L. Gentemann; J. J. Hamman; N. Henderson; C. Lepore; T. A. McCaie; N. H. Robinson; R. P. Signell","Lamont–Doherty Earth Observatory of Columbia University, Palisades, NY, USA; Anaconda, Des Moines, IA, USA; National Center for Atmospheric Research, Boulder, CO, USA; Lamont–Doherty Earth Observatory of Columbia University, Palisades, NY, USA; Lamont–Doherty Earth Observatory of Columbia University, Palisades, NY, USA; Farallon Institute, Petaluma, CA, USA; National Center for Atmospheric Research, Boulder, CO, USA; Lamont–Doherty Earth Observatory of Columbia University, Palisades, NY, USA; Lamont–Doherty Earth Observatory of Columbia University, Palisades, NY, USA; Met Office, University of Exeter, Exeter, U.K.; Met Office, University of Exeter, Exeter, U.K.; US Geological Survey, Woods Hole, MA, USA",Computing in Science & Engineering,"29 Mar 2021","2021","23","2","26","35","Scientific data have traditionally been distributed via downloads from data server to local computer. This way of working suffers from limitations as scientific datasets grow toward the petabyte scale. A “cloud-native data repository,” as defined in this article, offers several advantages over traditional data repositories—performance, reliability, cost-effectiveness, collaboration, reproducibility, creativity, downstream impacts, and access and inclusion. These objectives motivate a set of best practices for cloud-native data repositories: analysis-ready data, cloud-optimized (ARCO) formats, and loose coupling with data-proximate computing. The Pangeo Project has developed a prototype implementation of these principles by using open-source scientific Python tools. By providing an ARCO data catalog together with on-demand, scalable distributed computing, Pangeo enables users to process big data at rates exceeding 10 GB/s. Several challenges must be resolved in order to realize cloud computing’s full potential for scientific research, such as organizing funding, training users, and enforcing data privacy requirements.","1558-366X","","10.1109/MCSE.2021.3059437","NSF(grant numbers:ICER-2026932); Gordon and Betty Moore Foundation; Inter-agency Implementation and Advanced Concepts Team (IMPACT); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9354557","","Cloud computing;Training data;Computational modeling;Reproducibility of results;Collaboration;Reliability;Distributed databases","","21","","14","CCBY","15 Feb 2021","","","IEEE","IEEE Magazines"
"Philosophy-Guided Modelling and Implementation of Adaptation and Control in Complex Systems","O. Del Fabbro; P. Christen","Chair for Philosophy ETH Zurich, Zurich, Switzerland; Institute for Information Systems FHNW, Olten, Switzerland",2022 International Joint Conference on Neural Networks (IJCNN),"30 Sep 2022","2022","","","1","8","Control was from its very beginning an important concept in cybernetics. Later on, with the works of W. Ross Ashby, for example, biological concepts such as adaptation were interpreted in the light of cybernetic systems theory. Adaptation is the process by which a system is capable of regulating or controlling itself in order to adapt to changes of its inner and outer environment maintaining a homeostatic state. In earlier works we have developed a system metamodel that on the one hand refers to cybernetic concepts such as structure, operation, and system, and on the other to the philosophy of individuation of Gilbert Simondon. The result is the so-called allagmatic method that is capable of creating concrete models of systems such as artificial neural networks and cellular automata starting from abstract building blocks. In this paper, we add to our already existing method the cybernetic concepts of control and especially adaptation. In regard to the system metamodel, we rely again on philosophical theories, this time the philosophy of organism of Alfred N. Whitehead. We show how these new meta-theoretical concepts are described formally and how they are implemented in program code. We also show what role they play in simple experiments. We conclude that philosophical abstract concepts help to better understand the process of creating computer models and their control and adaptation. In the outlook we discuss how the allagmatic method needs to be extended in order to cover the field of complex systems and Norbert Wiener's ideas on control.","2161-4407","978-1-7281-8671-9","10.1109/IJCNN55064.2022.9892833","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9892833","adaptation;control;complex systems modelling and simulation;cybernetics;meta-modelling;meta-programming;philosophy of individuation;philosophy of organism","Adaptation models;Philosophical considerations;Codes;Computational modeling;Process control;Control systems;Organisms","","3","","28","IEEE","30 Sep 2022","","","IEEE","IEEE Conferences"
"Challenges in Music Generation Using Deep Learning","U. Rawat; S. Singh","Dept. of Computer Science and Engineering, Chandigarh University, Punjab, India; Dept. of Computer Science and Engineering, Chandigarh University, Punjab, India",2022 2nd International Conference on Advance Computing and Innovative Technologies in Engineering (ICACITE),"18 Jul 2022","2022","","","553","558","Owing to its massive potential, the field of Artificial Intelligence is booming at an unprecedented rate. With the increase in efficiency and accuracy in prediction, classification, translation, and other traditional tasks, deep learning has also witnessed a surge in applications in various other sectors, one of them being music generation. This paper provides a brief introduction to the process of creating fresh new music from a collection of existing music as the sample, using deep learning architectures and training techniques. The creation of music using automated processes in the absence of human intelligence is not a fresh proposal and has been influencing human curiosity for a long time. Being an innovative and complex venture, it poses certain unorthodox challenges which are needed to be addressed. This paper focuses on the analysis of these challenges and explores the scope of this fascinating pursuit.","","978-1-6654-3789-9","10.1109/ICACITE53722.2022.9823673","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9823673","Deep learning;Music;Music Generation Systems;Challenges","Deep learning;Training;Computational modeling;Reinforcement learning;Streaming media;Proposals;Artificial intelligence","","","","42","IEEE","18 Jul 2022","","","IEEE","IEEE Conferences"
"To the Issue of the Balanced Program ""Engineering and Computer Graphics"" for Engineering Specialties","G. V. Fedotov; L. V. Zakharova; O. V. Alymova","Department of Applied Mathematics and Artificial Intelligence, Power Engineering Design Department, National Research University «MPEI», Moscow, Russia; Power Engineering Design Department, National Research University «MPEI», Moscow, Russia; Power Engineering Design Department, National Research University «MPEI», Moscow, Russia",2022 VI International Conference on Information Technologies in Engineering Education (Inforino),"1 Jun 2022","2022","","","1","5","Currently, there is a need for good geometric training of students in engineering graphics courses at the university, using advanced computer tools.Well-developed spatial thinking is important for any discipline. The Power Engineering Design Department (MPEI) is constantly looking for different ways to solve the above-mentioned problem, modernizing traditional training programs. We propose the consolidated methodology of teaching engineering students the discipline ""Engineering and computer graphics"", based on the diverse experience of specialists of different ages, education and professional development.","","978-1-6654-0577-5","10.1109/Inforino53888.2022.9782950","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9782950","drawing;computer graphics;AutoCAD;dwg - format;jpg - format;pdf - format;Model;Sheet;Drawing layers;project","Training;Knowledge engineering;Power engineering;Computational modeling;Computer graphics;Manuals;Task analysis","","1","","5","IEEE","1 Jun 2022","","","IEEE","IEEE Conferences"
"A programmable data plane that supports definable computing","Z. Liu; P. Cui; Y. Hu; Y. Dong; K. Tang; L. Xue","National Digital Switching System, Engineering & Technology Research Center, Zhengzhou, China; National Digital Switching System, Engineering & Technology Research Center, Zhengzhou, China; National Digital Switching System, Engineering & Technology Research Center, Zhengzhou, China; National Digital Switching System, Engineering & Technology Research Center, Zhengzhou, China; Henan Xinda Wangyu Technology Co., Ltd, Zhengzhou, China; Zhejiang Lab, Hangzhou, China",2021 International Conference on Advanced Computing and Endogenous Security,"17 Jan 2023","2022","","","1","5","For current Internet is confronted with some defects such as structural rigidity, single function, and protocol-independent, the functions, performance and efficiency of the Internet were promoted from the perspective of the data plane, it proposes to support computing definable programmable data based on the full-dimensional defined polymorphic smart network. It uses in-network calculations to offload network functions to programmable network elements (programmable switches) to improve operational efficiency and flexibility. This article first uses the protocol-independent P4 language to realize the definable forwarding of the data plane; on this basis, a new forwarding model is designed, adding calculation functions that are not originally supported by P4, and the calculation is definable; finally, DES encryption is used as the calculation Function verification, and think and discuss the experimental process.","","978-1-6654-2449-3","10.1109/IEEECONF52377.2022.10013327","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10013327","polymorphic network;computing definable;programmable data plane;computing acceleration","Program processors;Computational modeling;Programming;Software;Data models;Encryption;Internet","","1","","15","IEEE","17 Jan 2023","","","IEEE","IEEE Conferences"
"Competency Training Ability of College Counselors Based on Intelligent Computing","J. Hu; Y. Kong","Yunnan Technology and Business University, Yunnan, China; Yunnan Technology and Business University, Yunnan, China","2021 International Conference on Computers, Information Processing and Advanced Education (CIPAE)","26 Nov 2021","2021","","","25","28","College counselors are an important part of the faculty of colleges and universities, the backbone of the ideological and political education of college students, and the main force in the work of college students. The 21st century we live in is a highly intelligent era. With the continuous emergence of intelligent computing as a typical technical means in contemporary network technology, the relationship between intelligent computing and people's life and work is getting closer and closer. However, college counselors are also facing many new problems and challenges. Therefore, how to improve the use of intelligent computing and better improve the competence of counselors has become a difficult problem for colleges and universities. Based on this, this article launched a research on the competency training ability of college counselors based on intelligent computing. This article uses behavioral incident interview method, literature analysis method and questionnaire survey method to carry out research. Through interviews with counselors, the competency characteristics of counselors are obtained, and the competency model of counselors is established. By consulting the literature, compiling questionnaires, designing a complete set of questionnaires in line with the research, and issuing questionnaires to 60% of college counselors and teachers to obtain the most authentic data. Collect relevant data through questionnaire surveys, and then enter the collected data into the database for data analysis. By consulting related materials, using publicly published papers and works at home and abroad as references, we can obtain basic theoretical support and background materials, as well as the current status and development level of the research on the competence of counselors. The survey results show that counselors have a strong understanding of work. Generally, 45% are familiar with them, 18% are relatively familiar, and few are very familiar. 40% of counselors think they have average competence. 44 % of counselors voluntarily signed up and wanted to participate in training to improve themselves. 51% of counselors believe that the best time for a training session is half a day. Regarding the training goals, only a small number of instructors have clear training goals. It can be seen that the research on the competence training ability of college counselors is of extremely high value.","","978-1-6654-2665-7","10.1109/CIPAE53742.2021.00015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9610480","Intelligent Computing;College Counselors;Competency Training;Questionnaire Survey","Training;Computers;Data analysis;Databases;Computational modeling;Force;Information processing","","","","10","IEEE","26 Nov 2021","","","IEEE","IEEE Conferences"
"System Dynamics Modeling for Smart and Collaborative Last Mile Networks","A. -M. Nitsche; B. Franczyk; C. -A. Schumann","Faculty of Economics and Management Science, University of Leipzig, Leipzig, Germany; Faculty of Economics and Management Science, University of Leipzig, Leipzig, Germany; Faculty of Business and Economics, University of Applied Sciences Zwickau, Zwickau, Germany","2022 IEEE 28th International Conference on Engineering, Technology and Innovation (ICE/ITMC) & 31st International Association For Management of Technology (IAMOT) Joint Conference","10 Feb 2023","2022","","","1","9","This paper presents a comprehensive model of smart and collaborative last mile supply networks. Facing a multitude of challenges such as economic pressure, demographic change, and environmental demands, urban last mile supply networks are increasingly strained. Various solutions and strategies such as the integration of novel technologies and collaborative approaches are discussed in the literature and tested in case studies. The application of artificial intelligence for supply networks holds potential for future urban logistics optimization and is thus considered a relevant research avenue. A design science approach comprising system dynamics-based modeling is chosen due to last mile networks' inherent complexity. Systems thinking has proven to be useful in urban logistics and smart city research contexts as it enables researchers and practitioners to achieve a more holistic perspective. The proposed model contributes to a better understanding of last mile network complexity as well as the underlying interdependencies.","","978-1-6654-8817-4","10.1109/ICE/ITMC-IAMOT55089.2022.10033178","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10033178","last mile;urban logistics;supply chain collaboration;supply chain management;artificial intelligence;system dynamics","Economics;Smart cities;Biological system modeling;Computational modeling;Collaboration;Complexity theory;Systems thinking","","3","","76","IEEE","10 Feb 2023","","","IEEE","IEEE Conferences"
"Computational Methods to Predict Suicide Ideation among Adolescents","S. Rappai; G. Ramasamy","Department of Computer Science, Christ(Deemed to be University), Bengaluru, India; Department of Computer Science, Christ(Deemed to be University), Bengaluru, India","2022 International Conference on Advances in Computing, Communication and Applied Informatics (ACCAI)","15 Apr 2022","2022","","","1","11","Suicide has been a prominent cause of death worldwide, regardless of age, sex, geography, and so on, and predominantly suicide among teens, increased as the years have passed. Suicide ideation, suicide risk, suicide attempts have been studied extensively, and the most common cause has been identified as depression, followed by familial concerns, hereditary factors, stress, avoidance fear, and a variety of other variables. When visited by a doctor, most adolescents are unaware of their mental state and hence do not take action on their own or are not assisted by family or peer members to overcome their fear of social stigma or the treatment they must undergo. According to popular belief, early treatment and detection are the most effective ways to reduce the risk of suicide. As a result, the focus of this study is to illustrate some of the computational strategies utilized in deep learning and machine learning fields to detect kids at risk of suicide","","978-1-6654-9529-5","10.1109/ACCAI53970.2022.9752645","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9752645","suicide prevention;suicide ideation;suicide risk;mental health;deep learning;neural network analysis;machine learning","Deep learning;Geography;Sensitivity;Social networking (online);Magnetic resonance imaging;Medical services;Human factors","","","","31","IEEE","15 Apr 2022","","","IEEE","IEEE Conferences"
"Research and Education Towards Smart and Sustainable World","J. Riekki; A. Mämmelä","Center for Ubiquitous Computing, University of Oulu, Oulu, Finland; VTT Technical Research Centre of Finland Ltd., Oulu, Finland",IEEE Access,"8 Apr 2021","2021","9","","53156","53177","We propose a vision for directing research and education in the field of information and communications technology (ICT). Our Smart and Sustainable World vision targets prosperity for the people and the planet through better awareness and control of both human-made and natural environments. The needs of society, individuals, and industries are fulfilled with intelligent systems that sense their environment, make proactive decisions on actions advancing their goals, and perform the actions on the environment. We emphasize artificial intelligence, feedback loops, human acceptance and control, intelligent use of basic resources, performance parameters, mission-oriented interdisciplinary research, and a holistic systems view complementing the conventional analytical reductive view as a research paradigm, especially for complex problems. To serve a broad audience, we explain these concepts and list the essential literature. We suggest planning research and education by specifying, in a step-wise manner, scenarios, performance criteria, system models, research problems, and education content, resulting in common goals and a coherent project portfolio as well as education curricula. Research and education produce feedback to support evolutionary development and encourage creativity in research. Finally, we propose concrete actions for realizing this approach.","2169-3536","","10.1109/ACCESS.2021.3069902","Academy of Finland through the 6Genesis Flagship project(grant numbers:318927); VTT Technical Research Centre of Finland Ltd. through the Communications in the Smart World (COMMIT) project; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9389764","Smart world vision;sustainable development goals;Internet of Things (IoT);artificial intelligence (AI);computational intelligence (CI);reductive view;systems view;emergence;experimental-inductive method;hypothetico-deductive method;functionality;basic resources;performance;energy efficiency;dependability;availability;reliability;safety;security;constraints;optimization;decision making;hierarchy;open-loop control;closed-loop feedback control;degree of centralization;distributed systems;education;integrative learning;research;innovation;history","Education;Sustainable development;Systems thinking;Pattern recognition;Intelligent systems;Europe;Complex systems","","13","","250","CCBY","30 Mar 2021","","","IEEE","IEEE Journals"
"E.T.: Re-Thinking Self-Attention for Transformer Models on GPUs","S. Chen; S. Huang; S. Pandey; B. Li; G. R. Gao; L. Zheng; C. Ding; H. Liu",Stevens Institute of Technology; University of Connecticut; Stevens Institute of Technology; University of Connecticut; University of Delaware; University of Delaware; University of Connecticut; Stevens Institute of Technology,"SC21: International Conference for High Performance Computing, Networking, Storage and Analysis","18 Oct 2022","2021","","","1","14","Transformer-based deep learning models have become a ubiquitous vehicle to drive a variety of Natural Language Processing (NLP) related tasks beyond their accuracy ceiling. However, these models also suffer from two pronounced challenges, that is, gigantic model size and prolonged turnaround time. To this end, we introduce E.T. that rE-thinks self-attention computation for Transformer models on GPUs with the following contributions: First, we introduce a novel self-attention architecture, which encompasses two tailored self-attention operators with corresponding sequence length-aware optimizations, and operation reordering optimizations. Second, we present an attention-aware pruning design which judiciously uses various pruning algorithms to reduce more computations hence achieves significantly shorter turnaround time. For the pruning algorithms, we not only revamp the existing pruning algorithms, but also tailor new ones for transformer models. Taken together, we evaluate E.T. across a variety of benchmarks for Transformer, BERTBASE and DistilBERT, where E.T. presents superior performance over the mainstream projects, including the popular Nvidia Enterprise solutions, i.e., TensorRT and FasterTransformer.","2167-4337","978-1-4503-8442-1","10.1145/3458817.3476138","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9910069","","Deep learning;Tensors;Computational modeling;High performance computing;Computer architecture;Benchmark testing;Transformers","","4","","63","","18 Oct 2022","","","IEEE","IEEE Conferences"
