title,journal,volume,pages,year,issn,doi,url,author,keywords,abstract
Chapter 5 - New literacies in the age of convergence,,,109-143,2022,,https://doi.org/10.1016/B978-0-12-824475-3.00005-9,https://www.sciencedirect.com/science/article/pii/B9780128244753000059,Tibor Koltay,"Convergences, New literacies, Information literacy, Data literacy, Media literacy, Critical digital literacy, Academic literacy, Statistical literacy, Visual literacy, AI literacy","This chapter addresses varied literacies in the light of the existing, potential, real, and perceived convergences between varied technologies and leading to sociocultural consequences. The main focus is on data literacy, but media literacy, critical digital literacy, academic literacy, statistical literacy, visual literacy, data visualization literacy, and AI literacy are touched on. The evolution and diffusion of information literacy leading to the appearance of data literacy, definitions, and the nature of data literacy and data literacy competencies are described. A framework for data literacy is portrayed and the role of data literacy in research and civic life is discussed."
Contents,,,vii-xiv,2023,,https://doi.org/10.1016/B978-0-323-91231-0.00030-6,https://www.sciencedirect.com/science/article/pii/B9780323912310000306,,,
Rapid dynamic changes of FL.2 variant: A case report of COVID-19 breakthrough infection,International Journal of Infectious Diseases,138,91-96,2024,1201-9712,https://doi.org/10.1016/j.ijid.2023.11.011,https://www.sciencedirect.com/science/article/pii/S1201971223007725,Wonderful T. Choga and Gobuiwang Khilly {Kurusa (Gasenna)} and James Emmanuel San and Tidimalo Ookame and Irene Gobe and Mohammed Chand and Badisa Phafane and Kedumetse Seru and Patience Matshosi and Boitumelo Zuze and Nokuthula Ndlovu and Teko Matsuru and Dorcas Maruapula and Ontlametse T. Bareng and Kutlo Macheke and Lesego Kuate-Lere and Labapotswe Tlale and Onalethata Lesetedi and Modiri Tau and Mpaphi B. Mbulawa and Pamela Smith-Lawrence and Mogomotsi Matshaba and Roger Shapiro and Joseph Makhema and Darren P. Martin and Tulio {de Oliveira} and Richard J. Lessells and Shahin Lockman and Simani Gaseitsiwe and Sikhulile Moyo,"SARS-CoV-2, Evolution, FL.2, Immunocompromised, Botswana","We investigated intra-host genetic evolution using two SARS-CoV-2 isolates from a fully vaccinated (primary schedule x2 doses of AstraZeneca plus a booster of Pfizer), >70-year-old woman with a history of lymphoma and hypertension who presented a SARS-CoV-2 infection for 3 weeks prior to death due to COVID-19. Two full genome sequences were determined from samples taken 13 days apart with both belonging to Pango lineage FL.2: the first detection of this Omicron sub-variant in Botswana. FL.2 is a sub-lineage of XBB.1.9.1. The repertoire of mutations and minority variants in the Spike protein differed between the two time points. Notably, we also observed deletions within the ORF1a and Membrane proteins; both regions are associated with high T-cell epitope density. The internal milieu of immune-suppressed individuals may accelerate SARS-CoV-2 evolution; hence, close monitoring is warranted."
Design and implementation of a remote lab for teaching programming and robotics,IFAC-PapersOnLine,49,86-91,2016,2405-8963,https://doi.org/10.1016/j.ifacol.2016.11.133,https://www.sciencedirect.com/science/article/pii/S2405896316325848,João Paulo Cardoso {de Lima} and Lucas Mellos Carlos and José Pedro {Schardosim Simão} and Josiel Pereira and Paulo Manoel Mafra and Juarez Bento {da Silva},"Remote laboratories, computer programming, educational robotics, visual programming language, Arduino","Abstract:
In this document we describe the development of a remote lab and two user interfaces for teaching programming and fundamentals of robotics using Arduino boards. One of the interfaces uses visual language to make the experience more attractive for those who are beginning their studies. The second interface provides an environment similar to the original Arduino’s one for those users who have some background to use textual programming language. In addition, we present an usability evaluation of the application using visual programming language to obtain a broad feedback mainly in terms of target audience’s acceptance and suggestions for improvements. The environment is still an ongoing work, but it is suitable for courses and workshops, especially for institutions with limited resources."
Learning maths with a tangible user interface: Lessons learned through participatory design with children with visual impairments and their educators,International Journal of Child-Computer Interaction,32,100382,2022,2212-8689,https://doi.org/10.1016/j.ijcci.2021.100382,https://www.sciencedirect.com/science/article/pii/S2212868921000829,Ana Cristina Pires and Ewelina Bakala and Fernando González-Perilli and Gustavo Sansone and Bruno Fleischer and Sebastián Marichal and Tiago Guerreiro,"Maths, Learning, Children with visual impairments, Tangibles, Participatory design","Through a set of participatory design (PD) sessions with children with visual impairments and their educators, we understood current practices in maths teaching, and designed a novel system to support learning for this particular educational context. Sixteen children were engaged in 19 PD sessions to develop tangibles and auditory stimuli to represent numbers, and to explore activities to use through a tangible user interface. We describe the context and lessons learned along the PD process with children and educators, and their implications on the design. Two main outputs were derived: iCETA, a multimodal tangible user interface that allows the use of tangible blocks to represent numbers; and, Logarín, an audiogame designed for iCETA that enables mathematical training. We explored the use of iCETA and Logarín during 15 sessions with 11 children with visual impairments. Results indicate that playing Logarín is engaging and capable of promoting their mathematical abilities. This research supports evidence that PD is successful in bringing children and other stakeholders together to design a solution that fits children’s needs and promises educational impact."
Petz recovery maps for qudit quantum channels,Physics Letters A,512,129583,2024,0375-9601,https://doi.org/10.1016/j.physleta.2024.129583,https://www.sciencedirect.com/science/article/pii/S0375960124002779,Lea Lautenbacher and Vinayak Jagadish and Francesco Petruccione and Nadja K. Bernardes,"Petz recovery map, Qudit channels, Non-unital maps","This study delves into the efficacy of the Petz recovery map within the context of two paradigmatic quantum channels: dephasing and amplitude-damping. While prior investigations have predominantly focused on qubits, our research extends this inquiry to higher-dimensional systems. We introduce a novel, state-independent framework based on the Choi-Jamiołkowski isomorphism to evaluate the performance of the Petz map. By analyzing different channels and the (non-)unital nature of these processes, we emphasize the pivotal role of the reference state selection in determining the map's effectiveness. Furthermore, our analysis underscores the considerable impact of suboptimal choices on performance, prompting a broader consideration of factors such as system dimensionality."
A Retrospective Overview of Zika Virus Evolution in the Midwest of Brazil,Microbiology Spectrum,10,,2022,2165-0497,https://doi.org/10.1128/spectrum.00155-22,https://www.sciencedirect.com/science/article/pii/S2165049722002062,Marta Giovanetti and Luiz Augusto Pereira and Talita Émile Ribeiro Adelino and Vagner Fonseca and Joilson Xavier and Allison {de Araújo Fabri} and Svetoslav Nanev Slavov and Poliana {da Silva Lemos} and William {de Almeida Marques} and Simone Kashima and José Lourenço and Tulio {de Oliveira} and Carlos Frederico {Campelo de Albuquerque} and Carla Freitas and Cassio Roberto Leonel Peterka and Rivaldo Venancio {da Cunha} and Ana Flávia Mendonça and Vinícius {Lemes da Silva} and Luiz Carlos Junior Alcantara and Tino Polen,"Zika virus, Asian lineage, Midwest Brazil, genomic epidemiology","Despite the considerable morbidity and mortality of arboviral infections in Brazil, such as Zika, chikungunya, dengue fever, and yellow fever, our understanding of these outbreaks is hampered by the limited availability of genomic data to track and control the epidemic. In this study, we provide a retrospective reconstruction of the Zika virus transmission dynamics in the state of Goiás by analyzing genomic data from areas in Midwest Brazil not covered by other previous studies.
ABSTRACT
Since the introduction of the Zika virus (ZIKV) into Brazil in 2015, its transmission dynamics have been intensively studied in many parts of the country, although much is still unknown about its circulation in the midwestern states. Here, using nanopore technology, we obtained 23 novel partial and near-complete ZIKV genomes from the state of Goiás, located in the Midwest of Brazil. Genomic, phylogenetic, and epidemiological approaches were used to retrospectively explore the spatiotemporal evolution of the ZIKV-Asian genotype in this region. As a likely consequence of a gradual accumulation of herd immunity, epidemiological data revealed a decline in the number of reported cases over 2018 to 2021. Phylogenetic reconstructions revealed that multiple independent introductions of the Asian lineage have occurred in Goiás over time and revealed a complex transmission dynamic between epidemic seasons. Together, our results highlight the utility of genomic, epidemiological, and evolutionary methods to understand mosquito-borne epidemics.
IMPORTANCE Despite the considerable morbidity and mortality of arboviral infections in Brazil, such as Zika, chikungunya, dengue fever, and yellow fever, our understanding of these outbreaks is hampered by the limited availability of genomic data to track and control the epidemic. In this study, we provide a retrospective reconstruction of the Zika virus transmission dynamics in the state of Goiás by analyzing genomic data from areas in Midwest Brazil not covered by other previous studies. Our study provides an understanding of how ZIKV initiates transmission in this region and reveals a complex transmission dynamic between epidemic seasons. Together, our results highlight the utility of genomic, epidemiological, and evolutionary methods to understand mosquito-borne epidemics, revealing how this toolkit can be used to help policymakers prioritize areas to be targeted, especially in the context of finite public health resources."
Investigating primary school principals’ programming perception and support from the perspective of reasoned action: A mixed methods approach,Computers & Education,172,104267,2021,0360-1315,https://doi.org/10.1016/j.compedu.2021.104267,https://www.sciencedirect.com/science/article/pii/S0360131521001445,Siu-Cheung Kong and Yi-Qing Wang,"Mixed methods design, Pedagogical issues, Primary school, Programming education, Theory of reasoned action","Programming is perceived to be an indispensable type of literacy in the digital era. To effectively promote and implement programming in K–12 education, it is necessary to understand school principals' perception of programming education. This study adopted a mixed methods design to explain principals’ understanding, expectations, and support for programming education in primary schools using Theory of Reasoned Action (TRA). In study 1, survey questionnaires were distributed to all principals from public primary schools in Hong Kong. Two hundred and sixty-six principals responded to the survey (response rate = 55.6%). In study 2, a follow-up interview study with 13 principals was conducted to further explore their perception of programming education. The results of study 1 indicated that principals with a better understanding of programming education tend to have clearer expectations of how to implement programming education in their schools, which consequently leads to greater support for the implementation of programming education. In study 2, the thematic analysis further supported the results obtained in study 1. Specifically, the results of study 2 demonstrated that most principals show understanding, expectation, and support for the implementation of programming education, which in turn results in various positive student and teacher outcomes. The results also showed that challenges are inevitable during implementation, principals show capabilities and willingness to adjust their expectation and support to better integrate programming education into their school curricula."
A Participatory Programming Model for Democratizing Cobot Technology in Public and Industrial Fablabs,Procedia CIRP,81,93-98,2019,2212-8271,https://doi.org/10.1016/j.procir.2019.03.017,https://www.sciencedirect.com/science/article/pii/S2212827119303221,Tudor B. Ionescu and Sebastian Schlund,"Intuitive robot programming, participatory programming model, cobots, human-robot interaction, assembly system","Collaborative robots (cobots) can improve productivity by flexibly assisting production workers. Nevertheless, due to missing use cases, cobots have yet to be widely adopted in manufacturing. Democratizing robot programming by introducing cobots in public fablabs (or makerspaces) could lead to new applications transferrable to industry thanks to the creativity of interested laypersons. Fablabs could also mitigate the risk of unemployment due to automation by training cobot programmers for manufacturing jobs. In support of the proposed approach this paper introduces a participatory three-layer programming model designed to enable people with little or no programming experience to become effective cobot operators. The model builds on task-oriented programming environments extending them by more versatile yet intuitive programming environments. The model has been successfully evaluated on the basis of a real human-robot assembly application."
New nomenclature for mpox (monkeypox) and monkeypox virus clades,The Lancet Infectious Diseases,23,273-275,2023,1473-3099,https://doi.org/10.1016/S1473-3099(23)00055-5,https://www.sciencedirect.com/science/article/pii/S1473309923000555,David Ulaeto and Alexander Agafonov and Jennifer Burchfield and Lisa Carter and Christian Happi and Robert Jakob and Eva Krpelanova and Krutika Kuppalli and Elliot J Lefkowitz and Matthew R Mauldin and Tulio {de Oliveira} and Bernard Onoja and James Otieno and Andrew Rambaut and Lorenzo Subissi and Adesola Yinka-Ogunleye and Rosamund F Lewis,,
Learning to code or coding to learn? A systematic review,Computers & Education,128,365-376,2019,0360-1315,https://doi.org/10.1016/j.compedu.2018.10.005,https://www.sciencedirect.com/science/article/pii/S0360131518302768,Shahira Popat and Louise Starkey,"Coding, Programming, School, Computer, Outcome, Skills","The resurgence of computer programming in the school curriculum brings a promise of preparing students for the future that goes beyond just learning how to code. This study reviewed research to analyse educational outcomes for children learning to code at school. A systematic review was applied to identify relevant articles and a thematic analysis to synthesise the findings. Ten articles were included in the synthesis and an overarching model was developed which depicts the themes. The results demonstrate that although students are learning to code, a range of other educational outcomes can be learnt or practiced through the teaching of coding. These included mathematical problem-solving, critical thinking, social skills, self-management and academic skills. The review also identified the importance of instructional design for developing these educational outcomes through coding."
Interdisciplinary science learning,,,1-9,2023,,https://doi.org/10.1016/B978-0-12-818630-5.13030-1,https://www.sciencedirect.com/science/article/pii/B9780128186305130301,Ji Shen and Changzhao Wang,"Cross-disciplinary learning, Integrated learning, Interdisciplinary science learning, Interdisciplinary understanding, Interdisciplinary practices, Knowledge integration, Multidisciplinary learning, STEM education, STEAM education","This article presents a conceptual review of studies and programs related to interdisciplinary science learning in different boundary-crossing scenarios including within sciences, across STEM, and with non-STEM fields. Specific examples are also included to illuminate the four core interdisciplinary practices, namely, translation, transfer, integration, and transformation, that cut across these interdisciplinary learning contexts. The article also discusses challenges for interdisciplinary science learning and strategies proposed to address these challenges. More empirical studies are called to test the effectiveness of these strategies to facilitate and assess interdisciplinary science learning in different domains and contexts."
Learning with simulated virtual classmates: Effects of social-related configurations on students’ visual attention and learning experiences in an immersive virtual reality classroom,Computers in Human Behavior,133,107282,2022,0747-5632,https://doi.org/10.1016/j.chb.2022.107282,https://www.sciencedirect.com/science/article/pii/S0747563222001042,Lisa Hasenbein and Philipp Stark and Ulrich Trautwein and Anna Carolina Muller Queiroz and Jeremy Bailenson and Jens-Uwe Hahn and Richard Göllner,"Immersive virtual reality, Classroom simulation, Peer effects, Visual attention, Network analysis, Eye-tracking","Immersive virtual reality (IVR) provides great potential to experimentally investigate effects of peers on student learning in class and to strategically deploy virtual peer learners to improve learning. The present study examined how three social-related classroom configurations (i.e., students' position in the classroom, visualization style of virtual avatars, and virtual classmates' performance-related behavior) affect students' visual attention toward information presented in the IVR classroom using a large-scale eye-tracking data set of N = 274 sixth graders. ANOVA results showed that the IVR configurations were systematically associated with differences in learners' visual attention on classmates or the instructional content and their overall gaze distribution in the IVR classroom (Cohen's d ranging from 0.28 to 2.04 for different IVR configurations and gaze features). Gaze-based attention on classmates was negatively related to students' interest in the IVR lesson (d = 0.28); specifically, the more boys were among the observed peers, the lower students' situational self-concept (d = 0.24). In turn, gaze-based attention on the instructional content was positively related to students' performance after the IVR lesson (d = 0.26). Implications for the future use of IVR classrooms in educational research and practice are discussed."
Artificial intelligence in dance education: Using immersive technologies for teaching dance skills,Technology in Society,77,102579,2024,0160-791X,https://doi.org/10.1016/j.techsoc.2024.102579,https://www.sciencedirect.com/science/article/pii/S0160791X24001271,Zheng Wang,"Artificial intelligence, Dance education, Dance mobile applications, Educational ecosystem, Immersive technologies, Intelligent action recognition system, Interactive dance training, Virtual, Augmented and mixed reality, Virtual mentoring","Artificial intelligence (AI) has led to a shift in modern dance education. Immersive technologies have become increasingly common worldwide, helping educators to improve the quality of dance pedagogy and increase the effectiveness of dance training. The article investigates the ways of using immersive technologies powered by artificial intelligence in dance education. The research explores the theoretical literature on dance education and the use of artificial intelligence in dance education and dance choreography. The scholars examine the impact of innovative technology solutions used in dance pedagogical practice on the development of dance skills in students. The study also discusses the functionality of interactive and multimedia dance teaching systems, including AI-powered virtual mentoring and cognitive simulations of human mind operations. The research analysed the use of virtual reality (VR), augmented reality (AR), and mixed reality (MR) in dance education. This research also focuses on mobile applications used for teaching modern dance. The proposed framework for dance education is based on digital technologies, which help to develop dance skills and improve teaching practices. The scholars conclude that the development and improvement of dance skills are possible only if a teacher combines virtual and real environments in everyday practices. The findings can be used by dance teachers, professional dancers, software developers, and researchers who examine the innovative practices and the application of artificial intelligence in dance education. The ecosystem model reframes thinking about approaches to dance education and can serve as the basis for further development of dance courses and dance style teaching modes."
What We’ve built Is a computational language (and that’s very important!),Journal of Computational Science,46,101132,2020,1877-7503,https://doi.org/10.1016/j.jocs.2020.101132,https://www.sciencedirect.com/science/article/pii/S1877750320304336,Stephen Wolfram,,
Learning to communicate computationally with Flip: A bi-modal programming language for game creation,Computers & Education,80,224-240,2015,0360-1315,https://doi.org/10.1016/j.compedu.2014.08.014,https://www.sciencedirect.com/science/article/pii/S036013151400195X,Kate Howland and Judith Good,"Evaluation of CAL systems, Interactive learning environments, Programming and programming languages, Secondary education","Teaching basic computational concepts and skills to school children is currently a curricular focus in many countries. Running parallel to this trend are advances in programming environments and teaching methods which aim to make computer science more accessible, and more motivating. In this paper, we describe the design and evaluation of Flip, a programming language that aims to help 11–15 year olds develop computational skills through creating their own 3D role-playing games. Flip has two main components: 1) a visual language (based on an interlocking blocks design common to many current visual languages), and 2) a dynamically updating natural language version of the script under creation. This programming-language/natural-language pairing is a unique feature of Flip, designed to allow learners to draw upon their familiarity with natural language to “decode the code”. Flip aims to support young people in developing an understanding of computational concepts as well as the skills to use and communicate these concepts effectively. This paper investigates the extent to which Flip can be used by young people to create working scripts, and examines improvements in their expression of computational rules and concepts after using the tool. We provide an overview of the design and implementation of Flip before describing an evaluation study carried out with 12–13 year olds in a naturalistic setting. Over the course of 8 weeks, the majority of students were able to use Flip to write small programs to bring about interactive behaviours in the games they created. Furthermore, there was a significant improvement in their computational communication after using Flip (as measured by a pre/post-test). An additional finding was that girls wrote more, and more complex, scripts than did boys, and there was a trend for girls to show greater learning gains relative to the boys."
An integrated picture fuzzy standard deviation and pivot pairwise assessment method for assessing the drivers of digital transformation in higher education institutions,Engineering Applications of Artificial Intelligence,133,108508,2024,0952-1976,https://doi.org/10.1016/j.engappai.2024.108508,https://www.sciencedirect.com/science/article/pii/S0952197624006663,Arunodaya Raj Mishra and Pratibha Rani and Dragan Pamucar and Adel Fahad Alrasheedi and Vladimir Simic,"Digital transformation, Picture fuzzy sets, Higher education institutions, DSS, PIPRECIA","Information and communication technologies play a significant role in all aspects of modern society. It has become a subject of high significance in all perspectives, mainly in the workstation. Consequently, the main objective for universities and schools is to develop future specialists for handling the problems and finding the effective outcomes by their digital competency as a significant ability. In higher education institutions, assessing the key drivers of digital transformation is a complicated decision-making problem as the multiple factors are involved in it. To this aim, a novel picture fuzzy information-based decision-making framework is proposed to assess the key drivers of digital transformation in higher education institutions. In this regard, an improved score function is proposed to rank the picture fuzzy numbers. In addition, it is used to determine the weights of decision experts. Next, some generalized Dombi aggregation operators are proposed to aggregate the picture fuzzy information. Further, an integrated criteria weighting model is presented based on the combination of objective weights through standard deviation-based model and subjective weights through pivot pairwise relative criteria importance assessment (PIPRECIA) model in the context of picture fuzzy sets. To rank the alternatives, a picture fuzzy extension of alternative ranking order model accounting for two step normalization (AROMAN) approach is proposed using the score function, Dombi operators and integrated weighting model. The usefulness of the proposed approach is illustrated using a case study of key drivers' assessment of digital transformation in higher education institutions. Sensitivity and comparative analyses are discussed to reveal the consistency, robustness and efficiency of introduced model. This study offers a new decision-making framework, which makes a significant contribution to the key drivers’ assessment process from uncertainty perspective."
Nature's novel materials: A review of quantum biology,,,593-604,2024,,https://doi.org/10.1016/B978-0-323-90800-9.00268-7,https://www.sciencedirect.com/science/article/pii/B9780323908009002687,Betony Adams and Francesco Petruccione,"Avian migration, Chirality, Coherent energy and charge transfer, Consciousness, DNA, Entanglement, Enzymes, Microtubules, Mitochondria, Nontrivial quantum effects, Photosynthesis, Posner molecules, Quantum biology, Quantum tunnelling, Reactive oxygen species, Receptors, Spin chemistry","Quantum biology is, most simply, the investigation of quantum effects in biological systems. While all matter is fundamentally quantum, quantum biology focuses on those quantum effects that result in properties of biological scale and relevance. It has long been argued that quantum effects are incompatible with biological systems, due to the likelihood of decoherence. But nature is a surprising and enterprising engineer. In this sense, quantum biology is the study of nature's materials and how they might sustain and enhance quantum effects, even in hot and wet environments. Quantum mechanics was developed in response to seemingly anomalous interactions between light and matter. It seems fitting that a great deal of the progress made in quantum biology in the last few decades has been on the topic of photosynthesis: the interaction of light with living matter. The interaction of electromagnetic radiation with matter is also at the heart of many other topics of quantum biology. This review is a broad overview of the current state of this research. While the underlying quantum effects are often similar—energy and charge transfer, tunnelling, spin dynamics—the biological contexts are varied and continue to grow. These contexts include enzyme catalysis, DNA mutation, receptor binding, photosynthesis, microtubule and mitochondrial function, magnetoreception, regulation of the production of reactive oxygen species, calcium ion storage and release and, potentially, consciousness. While there remain a number of reservations regarding quantum biology, progress made in this regard might further our understanding of both quantum and biological systems. With respect to the latter, advances in understanding biology might also contribute to a better understanding of physiology and the development of new therapeutics. But quantum biology might equally advance our understanding of quantum mechanics, by illustrating what quantum effects could look like in the novel materials out of which living systems are built."
Future Directions and a Roadmap in Digital Computational Humanities for a Data Driven Organization,Procedia Computer Science,122,1055-1060,2017,1877-0509,https://doi.org/10.1016/j.procs.2017.11.473,https://www.sciencedirect.com/science/article/pii/S1877050917327266,Shalini Upadhyay and Nitin Upadhyay,"Digital Humanities, Computational Humanities, Social-technical infrastructure, Data driven organization","The development in the computational artifacts, social media, and network infrastructure has provided a unique opportunity to scholars, academicians and researchers to enhance their understanding of the presence of “Humanities” in the digital spectrum. The current research work explores the continuum of “Digital Computational Humanities” and provides the future directions and a roadmap for its establishment, sustainability and usefulness for data driven organizations."
The use of code glosses in three minute thesis presentations: A comprehensibility strategy,Journal of English for Academic Purposes,63,101239,2023,1475-1585,https://doi.org/10.1016/j.jeap.2023.101239,https://www.sciencedirect.com/science/article/pii/S1475158523000255,Yanhua Liu and Ramona Tang and Fei Victor Lim,"3MT presentations, Code glosses, Elaboration, Non-specialists, Academic communication","The Three Minute Thesis (3MT) is an academic competition that challenges graduate students to explain their research in 3 minutes to a non-specialist audience. While there have been a few studies examining rhetorical moves and interactional metadiscourse in 3MT presentations, studies focusing on features related to comprehensibility, a key competition requirement, have been lacking. This study examines how highly-specialised research is made comprehensible to non-specialist audiences through “code glosses”, communication strategies that function to facilitate understanding by reformulating, explaining, or elaborating on what has been said (Hyland, 2005). Analysing a corpus of 50 successful 3MT presentations in the electrical and computer engineering discipline, we found code glosses to be one of the most frequently used interactive metadiscourse types in the data. Significantly, Analogies and Definitions emerged as salient-enough features in our data that we added them as additional categories of code gloss, extending Hyland's (2007) two categories of Exemplifiers and Reformulators. Our analysis shows how examples, definitions, analogies, and reformulations are used in distinct ways in 3MT presentations to make the presented research accessible, coherent, and engaging to audiences. Our findings expand current understandings of code glosses, and extend the current knowledge on the 3MT genre by providing insights into its distinctive linguistic features vis-à-vis comprehensibility."
Development and validation of the Computer Science Attitudes Scale for middle school students (MG-CS attitudes),Computers in Human Behavior Reports,2,100018,2020,2451-9588,https://doi.org/10.1016/j.chbr.2020.100018,https://www.sciencedirect.com/science/article/pii/S245195882030018X,Arif Rachmatullah and Eric Wiebe and Danielle Boulden and Bradford Mott and Kristy Boyer and James Lester,"computer Science attitudes, Invariance test, Scale validation, Secondary education","Primary and secondary students’ exposure to computer science-related activities in school has been steadily increasing, heightening the need for valid measures regarding impact of these activities on students. This study reports on the development and validation process of an instrument to measure students’ affective state as it relates to computer science in an academic setting. The self-report instrument, Computer Science Attitudes Scale for middle school students (MG-CS Attitudes), was developed based upon expectancy-value theory, which assumes two attitudinal constructs: self-efficacy and outcome expectancy. A set of ten initial items was administered to 663 middle-grade students from sixth to eighth grade (11–13 years of age). A combination of classical test theory and item response theory approaches were used to evaluate and validate the instrument using well-established construct validity frameworks to guide the process, leading to nine final items. The multi-stage validation process has resulted in a robust, well-functioning instrument, which can be used by researchers and evaluators to study CS-related educational interventions."
Coding and climate change: Investigating prospective teachers’ pathways of attention,The Journal of Mathematical Behavior,68,101014,2022,0732-3123,https://doi.org/10.1016/j.jmathb.2022.101014,https://www.sciencedirect.com/science/article/pii/S0732312322000827,Ami Mamolo and Sheree Rodney and Diane Tepylo,"Awareness, Curiosity, Climate change, Coding, Pathways of attention, Mathematics for social justice, Teacher education","This research is part of a broader research program that explores teacher educators’ mathematical knowledge. We examine the experiences, perceptions, and needs of prospective teachers as they navigate a complex set of new and interweaving ideas for how to teach mathematics with socially relevant and responsible connections. In doing so, we draw on Mason’s (1998) perspectives about the structure of attention and awareness for mathematics teaching, to investigate the pathways of attention of middle school prospective teachers in a technology-intensive undergraduate coding course. The research findings show that teachers face challenges when they try to navigate the interdisciplinary space of mathematics, technology and societal issues (climate change) and that curiosity acts as a potential stimulus for determining how each pathway is developed and sustained."
A systematic literature review on software applications used to support curriculum development and delivery in primary and secondary education,International Journal of Educational Research Open,7,100385,2024,2666-3740,https://doi.org/10.1016/j.ijedro.2024.100385,https://www.sciencedirect.com/science/article/pii/S2666374024000670,Benjamin Agbo and Ceris Morris and Mogdam Osman and Joe Basketts and Theocharis Kyriacou,"Systematic literature review (SLR), Primary education, Secondary education, Software applications","The evolution of educational software applications has revolutionised teaching and learning methodologies in primary and secondary education over the past decade. This paper conducts a review of primary studies based on N = 21 papers published between 2013 and 2023, focusing on the diverse landscape of software applications designed for student learning, curriculum development, delivery, and assessment. Findings from this study showcases a range of software solutions ranging from assessment tools to tutoring applications. Distinctive features supporting various aspects of teaching and learning, including lesson planning, delivery, management, assessment, and self-directed learning, were also identified. Regarding the features of software solutions used in primary and secondary schools, some differences were identified in terms of complexity, interactivity, assessment methodologies, and the collaborative functionalities of these tools. While highlighting the potential benefits, findings from this study also showed that challenges such as deployment costs, user self-efficacy, and technology anxiety are influential factors affecting the adoption of these technologies in primary and secondary educational settings. The evidence presented in this study serves as a resource for educational leaders and practitioners, facilitating a deeper understanding of available educational tools and essential considerations in the design and adoption of future tools."
Mapping child–computer interaction research through co-word analysis,International Journal of Child-Computer Interaction,23-24,100165,2020,2212-8689,https://doi.org/10.1016/j.ijcci.2020.100165,https://www.sciencedirect.com/science/article/pii/S2212868920300015,Michail Giannakos and Zacharoula Papamitsiou and Panos Markopoulos and Janet Read and Juan Pablo Hourcade,"Co-word analysis, Child–computer interaction, Literature review","This paper employs hierarchical clustering, strategic diagrams, and network analysis to construct an intellectual map of the Child–Computer Interaction research field (CCI) and to visualize the thematic landscape of this field using co-word analysis. This approach assumes that an article’s keywords constitute an adequate description of its content and reflect the topics that the article covers. It also assumes that the co-occurrence of two or more keywords within the same article indicates a linkage between those topics. This study quantifies the thematic landscape of the CCI field and elaborates on emerging topics as these are manifested in publications in the two primary venues of the CCI field, namely the proceedings of the annual IDC conference and the International Journal of CCI. Overall, a total of 1059 articles, and their respective 2445 unique, author-assigned keywords, are included in our analyses — all papers have been published between 2003 and 2018. The results indicate that the community has focused (i.e., high frequency keywords) in areas including Participatory Design, Tangibles, Design, Education, Coding, and Making. These areas also demonstrate a high degree of ”coreness” (i.e., connection with different topics) and ”constraint” (i.e., connection with otherwise isolated topics). The analysis also highlights well-structured yet peripheral topics, as well as topics that are either marginally interesting, or have the potential to become of major importance to the entire research network in the near future. Limitations of the approach and future work plans conclude the paper."
Formal and cognitive reasoning,International Journal of Approximate Reasoning,174,109270,2024,0888-613X,https://doi.org/10.1016/j.ijar.2024.109270,https://www.sciencedirect.com/science/article/pii/S0888613X24001579,Christoph Beierle and Marco Ragni and Kai Sauerwald and Frieder Stolzenburg and Matthias Thimm,,
"Executive functions and problem-solving—The contribution of inhibition, working memory, and cognitive flexibility to science problem-solving performance in elementary school students",Journal of Experimental Child Psychology,244,105962,2024,0022-0965,https://doi.org/10.1016/j.jecp.2024.105962,https://www.sciencedirect.com/science/article/pii/S0022096524001024,Jonas Schäfer and Timo Reuter and Miriam Leuchter and Julia Karbach,"Executive functions, Problem-solving, Inhibition, Working memory, Cognitive flexibility, Elementary school age","Previous research has shown that executive functions can contribute to successful problem-solving in preschool and elementary school children. However, most studies did not simultaneously assess the role of different specific aspects of executive functions. Therefore, the aim of our study was to investigate the individual contribution of inhibition, working memory, and cognitive flexibility to science problem-solving performance in elementary school children. A total of 478 children from first and second grades (Mage = 7.44 years) participated in our study. They performed a Go/No-go task (inhibition), a Corsi blocks backward task (working memory), a flexible item selection task (cognitive flexibility), and three science problem-solving tasks, including two gear turning tasks and one stabilization task. Structural equation modeling showed that working memory and cognitive flexibility individually contributed to problem-solving performance, whereas inhibition did not. We conclude that maintaining task requirements and dynamic object relations (working memory) and switching between different problem-solving phases (cognitive flexibility) are essential components of successful science problem-solving in elementary school children. Inhibitory processes may be more relevant in tasks involving a higher degree of interference at the task or response level."
