author,title,journal,volume,number,pages,year,publisher,doi
"Ana Lúcia Bento Miguens, João Manuel Nunes Piedade, Rui Jorge Bernardes dos Santos and Tiago Lopes Oliva",Meaningful learning in mathematics: a study on motivation for learning and development of computational thinking using educational robotics,Educational Media International,61,1-2,4--15,2024,Routledge,10.1080/09523987.2024.2357472
David W. Jackson and Yihong Cheng,Maintaining pluralism when embedding computational thinking in required science and engineering classes with young adolescents,Computer Science Education,32,2,235--259,2022,Routledge,10.1080/08993408.2021.1940787
Aslina Saad and Suhaila Zainudin,A review of teaching and learning approach in implementing Project-Based Learning (PBL) with Computational Thinking (CT),Interactive Learning Environments,0,0,1--25,2024,Routledge,10.1080/10494820.2024.2328280
"Joyce Massicotte, Carolyn J. Staudt and Cynthia Mcintyre",Weathering the Virtual Storm: Using Computational Thinking to Make a Forecast,Science Scope,44,5,18--27,2021,Routledge,10.1080/08872376.2021.12291411
"Christina (Yu) Pei, David Weintrop and Uri Wilensky",Cultivating Computational Thinking Practices and Mathematical Habits of Mind in Lattice Land,Mathematical Thinking and Learning,20,1,75--89,2018,Routledge,10.1080/10986065.2018.1403543
Lihui Sun and Junjie Liu,Micro: bit programming effects on elementary STEM teachers’ computational thinking and programming attitudes: a moderated mediation model,Journal of Research on Technology in Education,0,0,1--23,2024,Routledge,10.1080/15391523.2024.2402357
Nikolaos Pellas,Effects of Simulation Games on students’ Computational Thinking and Game Experience for Programming Courses in Primary School,Computers in the Schools,41,1,23--50,2024,Routledge,10.1080/07380569.2023.2206825
"Edelberto Franco Silva, Bruno Jose Dembogurski and Gustavo Silva Semaan",A literature review of computational thinking in early ages,International Journal of Early Years Education,31,3,753--772,2023,Routledge,10.1080/09669760.2022.2107491
"Alison E. Leonard, Shaundra B. Daily, Sophie Jörg and Sabarish V. Babu",Coding moves: Design and research of teaching computational thinking through dance choreography and virtual interactions,Journal of Research on Technology in Education,53,2,159--177,2021,Routledge,10.1080/15391523.2020.1760754
"Nisanka Uthpalani Somaratne Rajapakse Mohottige, Annette Hessen Bjerke and Renate Andersen",Teacher education as stakeholder: teacher educator perspectives on the integration of computational thinking into mathematics and science courses,Teachers and Teaching,30,4,437--451,2024,Routledge,10.1080/13540602.2024.2313635
Sandra Madden,Stochastics and computational thinking: a response to Kazak and Pratt,Research in Mathematics Education,23,2,134--141,2021,Routledge,10.1080/14794802.2021.1958367
Susan German,Teacher to Teacher: Computational Thinking,Science Scope,42,9,36--38,2019,Routledge,10.2505/4/ss19\_042\_09\_36
"Amanda Peel, Sugat Dabholkar, Gabriella Anton, Mike Horn and Uri Wilensky",Characterizing changes in teacher practice and values through co-design and implementation of computational thinking integrated biology units,Computer Science Education,34,3,566--591,2024,Routledge,10.1080/08993408.2023.2265763
"Robin Jocius, Jennifer Albert, W. Ian O’Byrne, Deepti Joshi, Richard Robinson and Melanie Blanton",Computational thinking infusion as transformative teaching: investigating content area teacher perspectives and practices,Computer Science Education,34,2,222--251,2024,Routledge,10.1080/08993408.2023.2210458
I -Jui Lee and Hsiu-Ting Hsu,Applied the augmented reality technology combined with social stories strategies and computational thinking games to improve the social skills of children with ASD,Interactive Learning Environments,0,0,1--29,2023,Routledge,10.1080/10494820.2023.2258942
"Patty Mcginnis, Caroline Barnes, Will Thomas, Catherine Lorrain, Jack Parker, Erika Shugart, Moira Fathy Baker and Jason Sheldrake",From the Editor’s Desk: Mathematics and Computational Thinking: A Bridge to STEM Careers,Science Scope,44,5,1--1,2021,Routledge,10.1080/08872376.2021.12291408
Rouhollah Khodabandelou and Khaloud Alhoqani,The effects of WeDo 2.0 robot workshop on Omani grade 5 students’ acquisition of the computational thinking concepts and acceptance of the robot technology,Education 3-13,51,6,1027--1043,2023,Routledge,10.1080/03004279.2022.2041685
"Marta Terroba, Juan Miguel Ribera, Daniel Lapresa and M. Teresa Anguera",Observational analysis of the development of computational thinking in Early Childhood Education (5 years old) through an intervention proposal with a ground robot of programmed directionality,European Early Childhood Education Research Journal,30,3,437--455,2022,Routledge,10.1080/1350293X.2022.2055102
Raja Ridgway,Interdisciplinary Ideas: Building Bridges With Computational Thinking,Science Scope,43,8,12--15,2020,Routledge,10.1080/08872376.2020.12291337
"Chia-Wen Tsai, Pei-Di Shen, Meng-Chuan Tsai and Wen-Yu Chen",Exploring the effects of web-mediated computational thinking on developing students’ computing skills in a ubiquitous learning environment,Interactive Learning Environments,25,6,762--777,2017,Routledge,10.1080/10494820.2016.1181093
"X. Christine Wang, Youngae Choi, Keely Benson, Corinne Eggleston and Deborah Weber",Teacher’s Role in Fostering Preschoolers’ Computational Thinking: An Exploratory Case Study,Early Education and Development,32,1,26--48,2021,Routledge,10.1080/10409289.2020.1759012
"Jalal Nouri, Lechen Zhang, Linda Mannila and Eva Norén","Development of computational thinking, digital competence and 21st century skills when learning programming in K-9",Education Inquiry,11,1,1--17,2020,Routledge,10.1080/20004508.2019.1627844
"Yenda Prado, Sharin Jacob and Mark Warschauer",Teaching computational thinking to exceptional learners: lessons from two inclusive classrooms,Computer Science Education,32,2,188--212,2022,Routledge,10.1080/08993408.2021.1914459
"Denise L. Lindstrom, Denise A. Schmidt-Crawford and Ann D. Thompson",Computational Thinking in Content Areas and Feminine Craft,Journal of Digital Learning in Teacher Education,35,3,126--127,2019,Routledge,10.1080/21532974.2019.1622917
"Walter Aminger, Sarah Hough, Sarah A. Roberts, Valerie Meier, Alexis D. Spina, Hani Pajela, Mandy McLean and Julie A. Bianchini",Preservice Secondary Science Teachers’ Implementation of an NGSS Practice: Using Mathematics and Computational Thinking,Journal of Science Teacher Education,32,2,188--209,2021,Routledge,10.1080/1046560X.2020.1805200
"Kristin Searle, Colby Tofel-Grehl and Beth L. Macdonald",Making in the Middle: Lighting Up History: Integrating Mathematics and Computational Thinking in the Science Classroom,Science Scope,44,5,64--71,2021,Routledge,10.1080/08872376.2021.12291417
"Nadia Benakli, Boyan Kostadinov, Ashwin Satyanarayana and Satyanand Singh","Introducing computational thinking through hands-on projects using R with applications to calculus, probability and data analysis",International Journal of Mathematical Education in Science and Technology,48,3,393--427,2017,Taylor \& Francis,10.1080/0020739X.2016.1254296
Fatemeh Mardi,Using think alouds and digital powerups to embed computational thinking concepts while in-service teachers reflect on a math solution design project,Journal of Digital Learning in Teacher Education,36,4,237--249,2020,Routledge,10.1080/21532974.2020.1781001
Siu-Cheung Kong and Wei Shen,"Using students’ cognitive, affective, and demographic characteristics to predict their understanding of computational thinking concepts: a machine learning-based approach",Interactive Learning Environments,0,0,1--14,2024,Routledge,10.1080/10494820.2024.2331148
"Xing Li, Kui Xie, Vanessa Vongkulluksn, David Stein and Yi Zhang",Developing and Testing a Design-Based Learning Approach to Enhance Elementary Students’ Self-Perceived Computational Thinking,Journal of Research on Technology in Education,55,2,344--368,2023,Routledge,10.1080/15391523.2021.1962453
"Kristin A. Searle, Colby Tofel-Grehl, Liam Fischback and Tyler Hansen",Affordances and limitations of teachers instructional styles when teaching computer science and computational thinking,Computer Science Education,33,1,139--161,2023,Routledge,10.1080/08993408.2022.2154992
"Michael Cassidy, Eli Tucker-Raymond and Gillian Puttick",Practical Research: Distributing Expertise to Integrate Computational Thinking Practices,Science Scope,43,7,18--21,2020,Routledge,10.1080/08872376.2020.12291327
"Mohammad Khalid, Anthony Yusuf, Abiola Akanmu, Homero Murzi and Ibukun Awolusi",The Impact of Individual Differences in Developing Computational Thinking and Sensor Data Analytics Skills in Construction Engineering Education,International Journal of Construction Education and Research,0,0,1--18,2024,Routledge,10.1080/15578771.2024.2404969
Lyn English,On MTL’s Second Milestone: Exploring Computational Thinking and Mathematics Learning,Mathematical Thinking and Learning,20,1,1--2,2018,Routledge,10.1080/10986065.2018.1405615
Christopher Petrie,Interdisciplinary computational thinking with music and programming: a case study on algorithmic music composition with Sonic Pi,Computer Science Education,32,2,260--282,2022,Routledge,10.1080/08993408.2021.1935603
"Ahmad Lutfi Fauzi, Yaya Sukjaya Kusumah, Elah Nurlaelah and Dadang Juandi",Computational thinking education in K-12 artificial intelligence literacy and physical computing,Education 3-13,0,0,1--2,2023,Routledge,10.1080/03004279.2023.2271019
Aaron D. Knochel and Ryan M. Patton,If Art Education Then Critical Digital Making: Computational Thinking and Creative Code,Studies in Art Education,57,1,21--38,2015,Routledge,10.1080/00393541.2015.11666280
"Nanette Marcum-Dietrich, Meridith Bruozas and John Domyancich",Commentary: Does This Count as Work?: Nurturing computational thinking in the science classroom,The Science Teacher,89,6,12--15,2022,Routledge,10.1080/00368555.2022.12293706
Nicholas J. Horton and Johanna S. Hardin,"Integrating Computing in the Statistics and Data Science Curriculum: Creative Structures, Novel Skills and Habits, and Ways to Teach Computational Thinking",Journal of Statistics and Data Science Education,29,sup1,S1--S3,2021,Taylor \& Francis,10.1080/10691898.2020.1870416
"Kathryn M. Rich, Diana Franklin, Carla Strickland, Andy Isaacs and Donna Eatinger",A Learning Trajectory for Variables Based in Computational Thinking Literature: Using Levels of Thinking to Develop Instruction,Computer Science Education,32,2,213--234,2022,Routledge,10.1080/08993408.2020.1866938
"Heather Lavigne, Ashley Lewis Presser, Deborah Rosenfeld, Marisa Wolsky and Jessica Andrews",Creating a Preschool Computational-Thinking Learning Blueprint to Guide the Development of Learning Resources for Young Children,Connected Science Learning,2,2,12318732,2020,Routledge,10.1080/24758779.2020.12318732
"Line Have Musaeus, Deborah Tatar and Peter Musaeus",Computational modelling in high school biology: A teaching intervention,Journal of Biological Education,58,4,812--828,2024,Routledge,10.1080/00219266.2022.2118353
"Debora Lui, Justice T. Walker, Sheri Hanna, Yasmin B. Kafai, Deborah Fields and Gayithri Jayathirtha",Communicating computational concepts and practices within high school students’ portfolios of making electronic textiles,Interactive Learning Environments,28,3,284--301,2020,Routledge,10.1080/10494820.2019.1612446
"Christian Dindler, Rachel Smith and Ole Sejer Iversen",Computational empowerment: participatory design in education,CoDesign,16,1,66--80,2020,Taylor \& Francis,10.1080/15710882.2020.1722173
C. B. Price and R. M. Price-Mohr,An Evaluation of Primary School Children Coding Using a Text-Based Language (Java),Computers in the Schools,35,4,284--301,2018,Routledge,10.1080/07380569.2018.1531613
Wan-Rou Wu and Kai-Lin Yang,The relationships between computational and mathematical thinking: A review study on tasks,Cogent Education,9,1,2098929,2022,Cogent OA,10.1080/2331186X.2022.2098929
Kim André Stavenæs Refvik and Hilde Opsal,Do Optional Programming Courses Affect Eighth-Grade Students’ Mathematical Problem Solving?,Computers in the Schools,40,3,244--261,2023,Routledge,10.1080/07380569.2023.2175634
"Kristie J. Newton, Jacqueline Leonard, Alan Buss, Christopher G. Wright and Joy Barnes-Johnson",Informal STEM: learning with robotics and game design in an urban context,Journal of Research on Technology in Education,52,2,129--147,2020,Routledge,10.1080/15391523.2020.1713263
Karen Woo and Garry Falloon,Integrating coding across the curriculum: a scoping review,Computer Science Education,0,0,1--22,2024,Routledge,10.1080/08993408.2024.2344402
Anna Fergusson and Maxine Pfannkuch,Introducing teachers who use GUI-driven tools for the randomization test to code-driven tools,Mathematical Thinking and Learning,24,4,336--356,2022,Routledge,10.1080/10986065.2021.1922856
José-Manuel Sáez-López and María-Luisa Sevillano-García,"Sensors, programming and devices in Art Education sessions. One case in the context of primary education / Sensores, programación y dispositivos en sesiones de Educación Artística. Un caso en el contexto de Educación Primaria",Culture and Education,29,2,350--384,2017,Routledge,10.1080/11356405.2017.1305075
"Dandan Yang, Zhanxia Yang and Marina Umaschi Bers",The efficacy of a computer science curriculum for early childhood: evidence from a randomized controlled trial in K-2 classrooms,Computer Science Education,0,0,1--21,2023,Routledge,10.1080/08993408.2023.2279198
"Michael Lachney, William Babbitt, Audrey Bennett and Ron Eglash",Generative computing: African-American cosmetology as a link between computing education and community wealth,Interactive Learning Environments,29,7,1115--1135,2021,Routledge,10.1080/10494820.2019.1636087
Anna Fergusson and Maxine Pfannkuch,Using Grayscale Photos to Introduce High School Statistics Teachers to Reasoning with Digital Image Data,Journal of Statistics and Data Science Education,0,0,1--16,2024,Taylor \& Francis,10.1080/26939169.2024.2351570
Galit Wellner and Ilya Levin,Ihde meets Papert: combining postphenomenology and constructionism for a future agenda of philosophy of education in the era of digital technologies,"Learning, Media and Technology",0,0,1--14,2023,Routledge,10.1080/17439884.2023.2251388
"Zhongxiu Liu, Rui Zhi, Andrew Hicks and Tiffany Barnes",Understanding problem solving behavior of 6–8 graders in a debugging game,Computer Science Education,27,1,1--29,2017,Routledge,10.1080/08993408.2017.1308651
"Ramona Lorenz, Melanie Heldt and Birgit Eickelmann",Relevance of pre-service teacher training to use ICT for the actual use in classrooms – focus on German secondary schools,"Technology, Pedagogy and Education",31,5,563--577,2022,Routledge,10.1080/1475939X.2022.2129772
Maia Lust and Mart Laanpere,Redefining the creative digital project for 8th grade in Estonian schools,Educational Media International,60,3-4,257--273,2023,Routledge,10.1080/09523987.2023.2324600
Ibrahim Cetin and Christine Andrews-Larson,Learning sorting algorithms through visualization construction,Computer Science Education,26,1,27--43,2016,Routledge,10.1080/08993408.2016.1160664
Alan Gazzano,Stakeholders’ views on programming in Japanese elementary schools: current issues and future perspectives in music,Arts Education Policy Review,0,0,1--12,2023,Routledge,10.1080/10632913.2023.2185918
"Henriikka Vartiainen, Matti Tedre, Juho Kahila and Teemu Valtonen",Tensions and trade-offs of participatory learning in the age of machine learning,Educational Media International,57,4,285--298,2020,Routledge,10.1080/09523987.2020.1848512
"Jamie Colwell, Amy Hutchison, Kristie Gutierrez, Jeff Offutt and Anya Evmenova",Elementary teachers’ experiences in online professional development for literacy-focused computer science instruction for all learners,Computer Science Education,34,3,546--565,2024,Routledge,10.1080/08993408.2023.2263831
Laura E. de Ruiter and Marina U. Bers,The Coding Stages Assessment: development and validation of an instrument for assessing young children’s proficiency in the ScratchJr programming language,Computer Science Education,32,4,388--417,2022,Routledge,10.1080/08993408.2021.1956216
"Wahid Yunianto, Adi Nur Cahyono, Theodosia Prodromou, Shereen El-Bedewy and Zsolt Lavicza",CT integration in STEAM learning: Fostering students’ creativity by making Batik stamp pattern,Science Activities,0,0,1--27,2024,Routledge,10.1080/00368121.2024.2378860
"Zaur Berkaliev, Shavila Devi, Gregory E. Fasshauer, Fred J. Hickernell, Ozgul Kartal, Xiaofan Li, Patrick McCray, Stephanie Whitney and Judith S. Zawojewski",Initiating a Programmatic Assessment Report,PRIMUS,24,5,403--420,2014,Taylor \& Francis,10.1080/10511970.2014.893939
Colin Pilkington and Ian Sanders,Learners’ and Educators’ Perspectives on the Value of Web Design in the South African Grade 11 Computer Applications Technology Curriculum,"African Journal of Research in Mathematics, Science and Technology Education",20,3,267--277,2016,Routledge,10.1080/18117295.2016.1236999
Alan Gazzano,Japan’s programming education: a critical focus on music in elementary schools,Arts Education Policy Review,125,2,81--93,2024,Routledge,10.1080/10632913.2021.1974996
John Griffith Tupouniua,Explicating how students revise their algorithms in response to counterexamples: building on small nuanced gains,International Journal of Mathematical Education in Science and Technology,53,7,1711--1732,2022,Taylor \& Francis,10.1080/0020739X.2020.1837402
"Bo Jiang, Wei Zhao, Nuan Zhang and Feiyue Qiu",Programming trajectories analytics in block-based programming language learning,Interactive Learning Environments,30,1,113--126,2022,Routledge,10.1080/10494820.2019.1643741
Ioannis Altanis and Symeon Retalis,A multifaceted students’ performance assessment framework for motion-based game-making projects with Scratch,Educational Media International,56,3,201--217,2019,Routledge,10.1080/09523987.2019.1669876
"Oi-Lam Ng, Minnie Liu and Zhihao Cui",Students’ in-moment challenges and developing maker perspectives during problem-based digital making,Journal of Research on Technology in Education,55,3,411--425,2023,Routledge,10.1080/15391523.2021.1967817
"Camilo Vieira, J. Chiu and B. Velasquez",Towards a learning progression of sequencing and algorithm design for five- and six-years-old children engaging with an educational robot,Computer Science Education,0,0,1--21,2023,Routledge,10.1080/08993408.2023.2255058
