author,title,journal,volume,number,pages,year,publisher,doi
"Rotem Israel-Fishelson, Peter F. Moon, Rachel Tabak and David Weintrop",Preparing students to meet their data: an evaluation of K-12 data science tools,Behaviour \& Information Technology,0,0,1--20,2023,Taylor \& Francis,10.1080/0144929X.2023.2295956
Adela Peleg and Sharona T. Levy,"On the Inter-Relationships Between Teachers, Technologies, and Children in Makerspace Environments: A Comparative Case Study in Kindergarten Classrooms",Journal of Research in Childhood Education,38,3,405--432,2024,Routledge,10.1080/02568543.2023.2282662
"Manal Abdul Karim Al Momani, Mohareb Alsmadi, Muntaha Farah Sulieman Samardali and Amjad Mohamad Ahmad Al Abdalazez",A bibliometric analysis of the increasing knowledge base on the role of thinking teaching strategy in sciences teaching,Research in Science \& Technological Education,0,0,1--23,2023,Routledge,10.1080/02635143.2023.2204424
"Elka Zebdewos Zekarias, Gebresilase Bereket Merkine and Biramo Yohannes Bisa",Exploring culturally responsive teaching: a multi-stakeholder perspectives on enhancing children's school readiness: a qualitative study,Education 3-13,0,0,1--19,2024,Routledge,10.1080/03004279.2024.2365376
"Greg J. Strimel, Scott R. Bartholomew, Senay Purzer, Liwei Zhang and Emily Yoshikawa Ruesch",Informing engineering design through adaptive comparative judgment,European Journal of Engineering Education,46,2,227--246,2021,Taylor \& Francis,10.1080/03043797.2020.1718614
"Eva-Maria Zahn, Sofia Schöbel, Mohammed Saqr and Matthias Söllner",Mapping soft skills and further research directions for higher education: a bibliometric approach with structural topic modelling,Studies in Higher Education,0,0,1--21,2024,SRHE Website,10.1080/03075079.2024.2361831
Rustam Shadiev and Jiatian Yu,Review of research on computer-assisted language learning with a focus on intercultural education,Computer Assisted Language Learning,37,4,841--871,2024,Routledge,10.1080/09588221.2022.2056616
"Idit Adler, Michal Zion and Esther Rimerman-Shmueli",Fostering Teachers’ Reflections on the Dynamic Characteristics of Open Inquiry through Metacognitive Prompts,Journal of Science Teacher Education,30,7,763--787,2019,Routledge,10.1080/1046560X.2019.1627060
Carrie-Anne Sherwood,“The Goals Remain Elusive”: Using Drawings to Examine Shifts in Teachers’ Mental Models Before and After an NGSS Professional Learning Experience,Journal of Science Teacher Education,31,5,578--600,2020,Routledge,10.1080/1046560X.2020.1729479
"Davy Tsz Kit Ng, Jiahong Su, Jac Ka Lok Leung and Samuel Kai Wah Chu",Artificial intelligence (AI) literacy education in secondary schools: a review,Interactive Learning Environments,0,0,1--21,2023,Routledge,10.1080/10494820.2023.2255228
"Ghislaine Gueudet, Chantal Buteau, Laura Broley, Joyce Mgombelo, Eric Muller, Ana Isabel Sacristán and Marisol Santacruz Rodriguez",Learning programming for mathematical investigations: an instrumental and community of practice approach,Research in Mathematics Education,0,0,1--26,2023,Routledge,10.1080/14794802.2023.2239195
"Jia Wang, Joan L. Herman and Daniel Dockterman",A research synthesis of magnet school effect on student outcomes: Beyond descriptive studies,Journal of School Choice,12,2,157--180,2018,Routledge,10.1080/15582159.2018.1440100
Miriam Judge and Declan Tuite,Leaders or led? A qualitative analysis of how young people explore express and experiment via new media in an Irish higher education context,"Learning, Media and Technology",42,1,28--53,2017,Routledge,10.1080/17439884.2016.1095764
"Ngozi Ugonma Emelogu, Chidinma Kalu Nwafor, G. U. Chigbu, Ngozi Georgina Okoyeukwu and Kingsley Onyebuchi Eze","Awareness, proficiency and challenges in the use of emerging technologies by ESL university lecturers in the post COVID-19 ERA",Cogent Education,9,1,2084962,2022,Cogent OA,10.1080/2331186X.2022.2084962
"Tiina Korhonen, Noora Laakso, Aino Seitamaa, Visajaani Salonen, Netta Tiippana, Jari Lavonen and Kai Hakkarainen","Sociodigital practices, competences, mindsets, and profiles of Finnish students before and after the COVID-19 distance learning period",Cogent Education,11,1,2334575,2024,Cogent OA,10.1080/2331186X.2024.2334575
Dorcas Gonese and Nicholas N. Ngepah,Fourth industrial revolution technologies and sectoral employment in South Africa,Cogent Social Sciences,10,1,2382282,2024,Cogent OA,10.1080/23311886.2024.2382282
Alicia C. Alonzo and Li Ke,Taking Stock: Existing Resources for Assessing a New Vision of Science Learning,Measurement: Interdisciplinary Research and Perspectives,14,4,119--152,2016,Routledge,10.1080/15366367.2016.1251279
"Vanessa W. Vongkulluksn, Ananya M. Matewos and Gale M. Sinatra",Growth mindset development in design-based makerspace: a longitudinal study,The Journal of Educational Research,114,2,139--154,2021,Routledge,10.1080/00220671.2021.1872473
"Shuchi Grover, Nicholas Jackiw and Patrik Lundh",Concepts before coding: non-programming interactives to advance learning of introductory programming concepts in middle school,Computer Science Education,29,2-3,106--135,2019,Routledge,10.1080/08993408.2019.1568955
"Phillip Gough, Soojeong Yoo, Martin Tomitsch and Naseem Ahmadpour",Applying Bioaffordances through an Inquiry-Based Model: A Literature Review of Interactive Biodesign,International Journal of Human–Computer Interaction,37,17,1583--1597,2021,Taylor \& Francis,10.1080/10447318.2021.1898846
"Maureen Namukasa, Maria Chaparro Osman, Cherrise Ficke, Isabella Piasecki, TJ OConnor and Meredith Carroll",Evaluation of an Internet of Things Device-Based Educational Approach to Engage a More Diverse Cybersecurity Workforce,International Journal of Human–Computer Interaction,0,0,1--17,2024,Taylor \& Francis,10.1080/10447318.2024.2314349
"Daniel C. Edelson, Brian J. Reiser, Katherine L. McNeill, Audrey Mohan, Michael Novak, Lindsey Mohan, Renee Affolter, Tara A. W. McGill, Zoë E. Buck Bracey, Jamie Deutch Noll, Susan M. Kowalski, Dawn Novak, Abraham S. Lo, Carolyn Landel, Andrew Krumm, William R. Penuel, Katie Van Horne, María González-Howard and Enrique Suárez",Developing Research-Based Instructional Materials to Support Large-Scale Transformation of Science Teaching and Learning: The Approach of the OpenSciEd Middle School Program,Journal of Science Teacher Education,32,7,780--804,2021,Routledge,10.1080/1046560X.2021.1877457
"Leonora Kaldaras, Hope Akaeze and Joseph Krajcik",A Methodology for Determining and Validating Latent Factor Dimensionality of Complex Multi-Factor Science Constructs Measuring Knowledge-In-Use,Educational Assessment,26,4,241--263,2021,Routledge,10.1080/10627197.2021.1971966
"Changzhao Wang, Ji Shen and Hua Ran",Imagining robots of the future: Examining sixth-graders’ perceptions of robots through their literary products,Journal of Research on Technology in Education,55,4,684--709,2023,Routledge,10.1080/15391523.2022.2030264
Warren D. TenHouten,"Power, equity, and commitment in social exchange: A three-stage model of the sociocognitive appraisal process",Journal of Political Power,13,3,439--463,2020,Routledge,10.1080/2158379X.2020.1828760
"Jinal Shah, Jemar R. Bather, Yuyu Chen, Sumedh Kaul, Janice Johnson Dias and Melody S. Goodman",Increasing Interest in Data Literacy: The Quantitative Public Health Data Literacy Training Program,Journal of Statistics and Data Science Education,0,0,1--13,2024,Taylor \& Francis,10.1080/26939169.2024.2351559
"Lauren N. Holder, Hannah H. Scherer and Bruce E. Herbert",Student Learning of Complex Earth Systems: A Model to Guide Development of Student Expertise in Problem-Solving,Journal of Geoscience Education,65,4,490--505,2017,Routledge,10.5408/17-261.1
"Michael Lachney, Ron Eglash, Audrey Bennett, William Babbitt, Lakisha Foy, Matt Drazin and Kathryn M. Rich",pH empowered: community participation in culturally responsive computing education,"Learning, Media and Technology",46,3,333--354,2021,Routledge,10.1080/17439884.2021.1891421
"Nabil Kamal Al Farra, Shashidhar Belbase, Hassan Tairab, Ahmad Qablan, Maxwell Peprah Opoku and Samir K. Safi",Impact of using virtual and concrete manipulatives on students’ learning of fractions,Cogent Education,11,1,2379712,2024,Cogent OA,10.1080/2331186X.2024.2379712
Secil Akinci-Ceylan and Benjamin Ahn,‘I think it's probably one of the most important skills we could ever know’: insights from early-career engineers on the preparedness of undergraduate degrees for the aerospace industry,European Journal of Engineering Education,0,0,1--22,2024,Taylor \& Francis,10.1080/03043797.2024.2380888
"Niral Shah, Julie A. Christensen, Nickolaus A. Ortiz, Ai-Khanh Nguyen, Sunghwan Byun, David Stroupe and Daniel L. Reinholz",Racial hierarchy and masculine space: Participatory in/equity in computational physics classrooms,Computer Science Education,30,3,254--278,2020,Routledge,10.1080/08993408.2020.1805285
"Kavita L. Seeratan, Kevin W. McElhaney, Jessica Mislevy, Raymond McGhee Jr, Dylan Conger and Mark C. Long","Measuring Students’ Ability to Engage in Scientific Inquiry: A New Instrument to Assess Data Analysis, Explanation, and Argumentation",Educational Assessment,25,2,112--135,2020,Routledge,10.1080/10627197.2020.1756253
Sepehr Vakil and Maxine McKinney de Royston,Youth as philosophers of technology,"Mind, Culture, and Activity",29,4,336--355,2022,Routledge,10.1080/10749039.2022.2066134
"Rethy B. Menon, Vidya D. Avadhani, Preethy B. Menon and Dayana Das",Development of an entrepreneurship model using the design thinking approach and emotional intelligence for sustainable wellness among the young generation,Cogent Business \& Management,10,3,2271243,2023,Cogent OA,10.1080/23311975.2023.2271243
"Margarita Boenig-Liptsin, Anissa Tanweer and Ari Edmundson",Data Science Ethos Lifecycle: Interplay of Ethical Thinking and Data Science Practice,Journal of Statistics and Data Science Education,30,3,228--240,2022,Taylor \& Francis,10.1080/26939169.2022.2089411
Christophe Ancey,Bedload transport: a walk between randomness and determinism. Part 2. Challenges and prospects,Journal of Hydraulic Research,58,1,18--33,2020,IAHR Website,10.1080/00221686.2019.1702595
"Pedro Manuel Moreno-Marcos, Pedro J. Muñoz-Merino, Carlos Alario-Hoyos, Iria Estévez-Ayres and Carlos Delgado Kloos",Analysing the predictive power for anticipating assignment grades in a massive open online course,Behaviour \& Information Technology,37,10-11,1021--1036,2018,Taylor \& Francis,10.1080/0144929X.2018.1458904
Mi Song Kim,A systematic review of the design work of STEM teachers,Research in Science \& Technological Education,39,2,131--155,2021,Routledge,10.1080/02635143.2019.1682988
"Nathan Sepich, Mitchell Talyat, Elmin Didic, Michael C. Dorneich and Stephen B. Gilbert",Video Game Interface Design Patterns to Facilitate Human-Agent Teaming,International Journal of Human–Computer Interaction,0,0,1--16,2023,Taylor \& Francis,10.1080/10447318.2023.2262824
"Patricia J. Friedrichsen, Li Ke, Troy D. Sadler and Laura Zangori",Enacting Co-Designed Socio-Scientific Issues-Based Curriculum Units: A Case of Secondary Science Teacher Learning,Journal of Science Teacher Education,32,1,85--106,2021,Routledge,10.1080/1046560X.2020.1795576
"Kathryn N. Hayes, Mele Wheaton and Deborah Tucker",Understanding teacher instructional change: the case of integrating NGSS and stewardship in professional development,Environmental Education Research,25,1,115--134,2019,Routledge,10.1080/13504622.2017.1396289
Evrim Baran and Dana AlZoubi,Design thinking in teacher education: Morphing preservice teachers’ mindsets and conceptualizations,Journal of Research on Technology in Education,56,5,496--514,2024,Routledge,10.1080/15391523.2023.2170932
"Royce Kimmons, Jeffrey P. Carpenter, George Veletsianos and Daniel G. Krutka",Mining social media divides: an analysis of K-12 U.S. School uses of Twitter,"Learning, Media and Technology",43,3,307--325,2018,Routledge,10.1080/17439884.2018.1504791
Shoeb Saleh and Rommel AlAli,Constructing and development of the psycho-computing traits scale: a psychometric analysis of computer users and students in the field of computer science,Cogent Social Sciences,10,1,2344231,2024,Cogent OA,10.1080/23311886.2024.2344231
Zhiping Liu,Evaluating Digitalized Visualization Interfaces: Integrating Visual Design Elements and Analytic Hierarchy Process,International Journal of Human–Computer Interaction,0,0,1--30,2024,Taylor \& Francis,10.1080/10447318.2024.2365454
Evangelos Pantazis and David Jason Gerber,Beyond geometric complexity: a critical review of complexity theory and how it relates to architecture engineering and construction,Architectural Science Review,62,5,371--388,2019,Taylor \& Francis,10.1080/00038628.2019.1659750
"Raffaele Ariano, Marco Manca, Fabio Paternò and Carmen Santoro",Smartphone-based augmented reality for end-user creation of home automations,Behaviour \& Information Technology,42,1,124--140,2023,Taylor \& Francis,10.1080/0144929X.2021.2017482
Deniz Saribas,An online laboratory applications course for the development of scientific practices and scientific method,International Journal of Science Education,45,16,1340--1367,2023,Routledge,10.1080/09500693.2023.2205550
Meurig Beynon,Constructivist Computer Science Education Reconstructed,Innovation in Teaching and Learning in Information and Computer Sciences,8,2,73--90,2009,Routledge,10.11120/ital.2009.08020073
Umesh Ramnarain and Paul Hobden,Shifting South African learners towards greater autonomy in scientific investigations,Journal of Curriculum Studies,47,1,94--121,2015,Routledge,10.1080/00220272.2014.966153
"Michael Lachney, Audrey G. Bennett, Ron Eglash, Aman Yadav and Sukanya Moudgalya",Teaching in an open village: a case study on culturally responsive computing in compulsory education,Computer Science Education,31,4,462--488,2021,Routledge,10.1080/08993408.2021.1874228
"Janet Rafner, Michael Mose Biskjær, Blanka Zana, Steven Langsford, Carsten Bergenholtz, Seyedahmad Rahimi, Andrea Carugati, Lior Noy and Jacob Sherson","Digital Games for Creativity Assessment: Strengths, Weaknesses and Opportunities",Creativity Research Journal,34,1,28--54,2022,Routledge,10.1080/10400419.2021.1971447
Desheng Yan and Guangming Li,Students’ internal driving force or environment external driving force? Configuring digital learning power heterogeneity in a smart education environment,Interactive Learning Environments,0,0,1--25,2023,Routledge,10.1080/10494820.2023.2266496
"Natalie Gerhart, Elham Rastegari and Emma Cole",Analytics: What Do Business Majors Need and Where Do They Get It?,Journal of Statistics and Data Science Education,0,0,1--28,2024,Taylor \& Francis,10.1080/26939169.2024.2393427
Anne Rohstock,Mapping scientised education in German-American transnational networks after 1945,History of Education,50,3,395--412,2021,Routledge,10.1080/0046760X.2020.1836264
Kristina von Hausswolff,Practical thinking while learning to program – novices’ experiences and hands-on encounters,Computer Science Education,32,1,128--152,2022,Routledge,10.1080/08993408.2021.1953295
Johannes Birringer,Performance Systems,South African Theatre Journal,17,1,79--113,2003,Routledge,10.1080/10137548.2003.9687764
"Sarah J. Fick, Jennifer L. Chiu and Kevin W. McElhaney",An Examination of Elementary Classroom Dialogue: Implicit and Explicit Use of the NGSS Crosscutting Concepts in an Integrated STEM Unit,Journal of Science Teacher Education,33,4,435--457,2022,Routledge,10.1080/1046560X.2021.1961974
Michael S. Horn,Tangible Interaction and Cultural Forms: Supporting Learning in Informal Environments,Journal of the Learning Sciences,27,4,632--665,2018,Routledge,10.1080/10508406.2018.1468259
"Aman Yadav, Michael Lachney, Richard Hill, Andrew Lapetina, Anne Drew Hu, Hyein Jee and Madison C. Allen Kuyenga",Diving into the role: a multi-case study on supporting novice CS teachers’ knowledge through co-teaching,Journal of Research on Technology in Education,0,0,1--20,2024,Routledge,10.1080/15391523.2024.2404125
"Tiina Korhonen, Sorella Karme, Johanna Airaksinen, Noora Laakso and Laura Salo",Finnish teachers’ experiences with transformative digital agency,Cogent Education,11,1,2402683,2024,Cogent OA,10.1080/2331186X.2024.2402683
"Ron Gray, Scott McDonald and David Stroupe",What you find depends on how you see: examining asset and deficit perspectives of preservice science teachers’ knowledge and learning,Studies in Science Education,58,1,49--80,2022,Routledge,10.1080/03057267.2021.1897932
Tudor B. Ionescu,Web-based simulation and motion planning for human-robot and multi-robot applications,International Journal of Computer Integrated Manufacturing,0,0,1--23,2024,Taylor \& Francis,10.1080/0951192X.2024.2314794
Daniel Kreiss and SHANNON C. MCGREGOR,"Technology Firms Shape Political Communication: The Work of Microsoft, Facebook, Twitter, and Google With Campaigns During the 2016 U.S. Presidential Cycle",Political Communication,35,2,155--177,2018,Routledge,10.1080/10584609.2017.1364814
"Jon Saderholm, Robert N. Ronau, Christopher R. Rakes, Sarah B. Bush and Margaret Mohr-Schroeder","The critical role of a well-articulated, coherent design in professional development: an evaluation of a state-wide two-week program for mathematics and science teachers",Professional Development in Education,43,5,789--818,2017,Routledge,10.1080/19415257.2016.1251485
"Sebastián Marichal, Andrea Rosales, Fernando González Perilli, Ana Cristina Pires and Josep Blat",Auditory and haptic feedback to train basic mathematical skills of children with visual impairments,Behaviour \& Information Technology,42,8,1081--1109,2023,Taylor \& Francis,10.1080/0144929X.2022.2060860
Julie C. Rutkowska,A computational alternative to the Piagetian infant,Journal for the Study of Education and Development,15,57,23--48,1992,Routledge,10.1080/02103702.1992.10822322
"Xiaoming Zhai, Yue Yin, James W. Pellegrino, Kevin C. Haudek and Lehong Shi",Applying machine learning in science assessment: a systematic review,Studies in Science Education,56,1,111--151,2020,Routledge,10.1080/03057267.2020.1735757
"Naomi Blaushild, Raisa Blazquez, Steven McGee and Randi McGee-Tekula",Balancing teachers’ needs in times of crisis: investigating how computer science instructional coaches and teachers navigated remote professional development during COVID-19,Computer Science Education,0,0,1--33,2024,Routledge,10.1080/08993408.2024.2313913
A. J. Wells,"Algorists, Algorithms, and Complexity: An Exploration of the Shavian Critique of Discrete State Computation",Ecological Psychology,17,3-4,205--230,2005,Routledge,10.1080/10407413.2005.9652818
"Nicholas A. Bowman, Lindsay Jarratt, K. C. Culver and Alberto M. Segre","Pair Programming in Perspective: Effects on Persistence, Achievement, and Equity in Computer Science",Journal of Research on Educational Effectiveness,13,4,731--758,2020,Routledge,10.1080/19345747.2020.1799464
"Emily P. Driessen, Jennifer Wilhelm, Merryn Cole, Ashley Dunn and Kameisha Anderson",The impacts of two curricula on middle-level students’ engineering understanding,The Journal of Educational Research,116,1,1--16,2023,Routledge,10.1080/00220671.2022.2158156
