"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Teaching Computational Reasoning without a Computer","R. Dias; A. Costa; J. Malaquias; M. Camara","Faculty of Science and Technology, Nova University of Lisbon, Lisbon, Portugal; Faculty of Science and Technology, Nova University of Lisbon & UNINOVA-CTS, Lisbon, Portugal; The Inventors, Lisbon, Portugal; The Inventors, Lisbon, Portugal",IECON 2019 - 45th Annual Conference of the IEEE Industrial Electronics Society,"9 Dec 2019","2019","1","","6795","6800","With the growing need for STEM workers in the job market, schools tend to look for extra-curricular activities that promote this type of skills. With activities like The Inventors or Happy Code, schools encourage kids to have a mindset more open towards technology. Despite these efforts, the tools available to teach programming to primary school students are still lacking. Available solutions can be too difficult to understand, overly expensive for school budgets or may require IT infrastructure that is lacking from the majority of public schools. As a result, this paper aims to create a concept that can convey the fundamentals of programming/Logical Thinking in an accessible and fun way, without using a computer. For this purpose we use a micro-controller, Micro: Bit, and a physical, puzzle-like representation of a programming framework, called MakeCode.","2577-1647","978-1-7281-4878-6","10.1109/IECON.2019.8927169","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8927169","Programming fundamentals;Logical Thinking;extra-curricular activities;technology mindset;Micro-controller;Puzzle Representation","Syntactics;Games;Tools;Programming profession;Automobiles;Light emitting diodes","","","","23","IEEE","9 Dec 2019","","","IEEE","IEEE Conferences"
"Assessment of Subjective Creativity Skill Using EEG Induced Capsule Network","S. Ghosh; L. Ghosh; A. Konar; A. K. Nagar","Electronics & Telecommunication Engineering Department, Jadavpur University, India; Electronics & Telecommunication Engineering Department, Jadavpur University, India; Electronics & Telecommunication Engineering Department, Jadavpur University, India; Department of Math and Computer Science, Liverpool Hope University, Liverpool, UK",2020 IEEE Symposium Series on Computational Intelligence (SSCI),"5 Jan 2021","2020","","","3107","3114","Problem solving tests associated with convergent thinking are often used to analyze the creative ability of an individual. Such tests consist of problems whose solution can be reached by an analytical or a creative insight based approach. Detection of creative individuals amongst others undertaking such tests is thus quite challenging since a correct response to the presented problem can be reached using two different cognitive styles. The paper attempts to address a solution to this issue using EEG analysis system. The proposed technique intends to classify the two cognitive styles involved in solving convergent problems with the main motivation of selecting creative individuals amongst other examinees. Moreover, the proposed strategy also attempts to highlight the creative ability of every selected creative individual under three levels: low, medium or high. In other words, the present scheme aims to distinguish creative subjects along with their levels of creative ability from the analytical ones.The procurement of EEG signals from the subjects engaged in the problem solving test are fed to a novel attention induced capsule network to categorize the desired class labels after undergoing the pre-processing and feature extraction phases. Performance analysis undertaken confirms the superlative behavior of the proposed classifier over the state-of-the-art techniques. Thus, the proposed scheme can find its applications in the recruitment of creative individuals in various strata of organizations linked with creation and innovation such as advertising, business, engineering and the like.","","978-1-7281-2547-3","10.1109/SSCI47803.2020.9308494","Ministry of Human Resource Development; Jadavpur University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9308494","insight;creativity;EEG;spectrogram;capsule network","Electroencephalography;Creativity;Task analysis;Problem-solving;Feature extraction;Information filters;Convolution","","","","41","IEEE","5 Jan 2021","","","IEEE","IEEE Conferences"
"When Memory Starts to Think [The Art of Storage]","T. Coughlin",NA,IEEE Consumer Electronics Magazine,"9 Apr 2019","2019","8","3","90","91","Memory and storage are important elements in consumer electronic devices. They retain data for immediate and delayed processing, and they store the results of processing for later retrieval. All consumer devices use some type of volatile and nonvolatile memory along with processing and communication. Memory and processing have been separate operations using distinct devices; however, there are products becoming available that combine processing power in storage devices, and there is work underway to create processing in close association with digital storage (often called computational storage) or even using technologies where processing is in very close association with nonvolatile memories (in-memory computing). Some emerging memory technologies even have characteristics that can mimic the operations of neurons in the brain and are being used for neuromorphic computing. Let's take a look at developments that bring processing and memory/storage together in new ways to enable smarter consumer devices.","2162-2256","","10.1109/MCE.2019.2892249","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8684802","","Logic gates;Nonvolatile memory;Random access memory;Data processing;Data centers;Memory management;Neurons","","3","","2","IEEE","9 Apr 2019","","","IEEE","IEEE Magazines"
"Discovering children's competences in coding through the analysis of Scratch projects","S. Papavlasopoulou; M. N. Giannakos; L. Jaccheri","Norwegian University of Science and Technology (NTNU), Trondheim, Norway; Norwegian University of Science and Technology (NTNU), Trondheim, Norway; Norwegian University of Science and Technology (NTNU), Trondheim, Norway",2018 IEEE Global Engineering Education Conference (EDUCON),"24 May 2018","2018","","","1127","1133","Computational thinking and coding has received considerable attention over the past several years. Considerable efforts worldwide suggest the need for more empirical studies providing evidence-based practices to introduce and engage children with coding activities. The main goal of this study is to examine which programming concepts students use when they want to develop a game, and what is the interrelation among these concepts. To achieve our goal, a field study was designed and data were collected from coding activities. In detail, during a two-week period, one-day workshops were organized almost every day on which 44 children participating in, with ages between 8-17. The workshops follow a constructionist approach and comprise of two parts. First the children interact with robots, and then develop a game using Scratch. The findings provide a deeper understanding on how children code by showing the use of specific programming concepts to develop their projects and their correlations. Hence, we improve our knowledge about children's competences in coding.","2165-9567","978-1-5386-2957-4","10.1109/EDUCON.2018.8363356","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8363356","Computer Science Education;maker movement;coding;computantional thinking;constructionism","Encoding;Games;Conferences;Programming profession;Robots;Education","","3","","23","IEEE","24 May 2018","","","IEEE","IEEE Conferences"
"Teaching reform of programming basic course based on SPOC blended teaching method","X. Li; C. Gu","College of Computer Science and Electronic Engineering, Hunan University, Changsha, China; College of Computer Science and Electronic Engineering, Hunan University, Changsha, China",2020 15th International Conference on Computer Science & Education (ICCSE),"22 Sep 2020","2020","","","411","415","As an important course in computer education in higher education, the programming basic course has problems in teaching and learning. The role of teachers is knowledge imparters. And the teaching methods despise students' development. Students often have fears and difficulties in their study, which is not conducive to build their computer application ability and computational thinking. In view of the teaching status quo and existing problems of the programming basic course, this paper proposes to use SPOC blended teaching mode to clarify the role of teachers and students, to develop an interactive teaching mode, to adopt case teaching, to enrich SPOC resources. And we provide students with timely feedback, and change the evaluation methods and other aspects. Through these reforms, we found that students' ability to read and write programs have been improved. The quality of teaching, and the cultivation of computational thinking are improved.","2473-9464","978-1-7281-7267-5","10.1109/ICCSE49874.2020.9201802","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9201802","programming basic course;SPOC;blended teaching mode;teaching reform;computational thinking;teaching quality","Programming profession;Grammar;Training;Videos","","1","","8","IEEE","22 Sep 2020","","","IEEE","IEEE Conferences"
"Seeking the Treasures of Theoretical Computer Science Education: Towards Educational Virtual Reality for the Visualization of Finite State Machines","A. Dengel","Universitat Passau, Passau, Bayern, DE","2018 IEEE International Conference on Teaching, Assessment, and Learning for Engineering (TALE)","17 Jan 2019","2018","","","1107","1112","As metaphorical representations showed beneficial effects on several parts of computer science, this paper focuses on the question: How can metaphorical representations in VR enhance the understanding of theoretical computer science concepts? A concept for an immersive educational virtual environment for learning the theoretical computer science concept of finite state machines is presented. A first draft for the virtual reality aims to immerse students in a world of islands (states) with treasure islands (final states). Each symbol from the input alphabet is illustrated through another boat on every island. Students navigate through the islands by looking at one of the boats on the current island using a head-mounted-display. They then take the shipping route of the selected boat (the state-transition function) by pressing a button on a controller. The goal of the game can either be to reach Treasure Island and open the treasure chest or to complete the map.","2470-6698","978-1-5386-6522-0","10.1109/TALE.2018.8615288","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8615288","immersive learning;finite state machine;computer science unplugged;computational thinking;theoretical computer science","Automata;Games;Computer science;Education;Visualization;Boats;Virtual reality","","10","","34","IEEE","17 Jan 2019","","","IEEE","IEEE Conferences"
"Artificial Cognitive Systems That Can Answer Human Creativity Tests: An Approach and Two Case Studies","A. -M. Olteţeanu; Z. Falomir; C. Freksa","Bremen Spatial Cognition Center, Universität Bremen, Bremen, Germany; Bremen Spatial Cognition Center, Universität Bremen, Bremen, Germany; Bremen Spatial Cognition Center, Universität Bremen, Bremen, Germany",IEEE Transactions on Cognitive and Developmental Systems,"8 Jun 2018","2018","10","2","469","475","Creative cognitive systems are rarely assessed with the same tools as human creativity. In this paper, an approach is proposed for building cognitive systems which can solve human creativity tests. The importance of using cognitively viable processes, cognitive knowledge acquisition and organization, and cognitively comparable evaluation when implementing creative problem-solving systems is emphasized. Two case studies of artificial cognitive systems evaluated with human creativity tests are reviewed. A general approach is put forward. The applicability of this general approach to other creativity tests and artificial cognitive systems, together with ways of performing cognitive knowledge acquisition for these systems are then explored.","2379-8939","","10.1109/TCDS.2016.2629622","Deutsche Forschungsgemeinschaft for the Creative Cognitive Systems; Universität Bremen through the 04-Independent Projects for Postdocs action for the project Cognitive Qualitative Descriptions and Applications (CogQDA: https://sites.google.com/site/cogqda/); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7745913","Cognitive knowledge acquisition;cognitive processing;cognitive systems;cognitively-comparable evaluation;computational creativity;human creativity","Creativity;Problem-solving;Rats;Knowledge acquisition;Context;Cognition;Computational modeling","","13","","49","IEEE","16 Nov 2016","","","IEEE","IEEE Journals"
"A National INCLUDES Alliance Effort to Integrate Problem-Solving Skills into Computer Science Curriculum","A. Q. Gates; E. Q. Villa; S. Hug; C. Convertino; J. Strobel","Department of Computer Science, University of Texas at El Paso, El Paso, TX, USA; Center for Education Research and Policy, University of Texas at El Paso, El Paso, TX, USA; Alliance for Technology, Learning and Society Institute University of Colorado Boulder, Boulder, CO, USA; Department of Teacher Education, University of Texas at El Paso, El Paso, TX, USA; School of Information Science & Learning Technologies, University of Missouri, Columbia, Missouri, USA",2019 IEEE Frontiers in Education Conference (FIE),"12 Mar 2020","2019","","","1","4","This Innovative Practice Work-In-Progress paper elucidates the approach of the NSF-funded CAHSI INCLUDES Alliance for creating change in students' competencies by an effort across eight institutions to support the delivery of one-and two-credit hour courses for three levels of problem solving in Computer Science: general problem solving, computational thinking in problem solving, and algorithmic thinking in problem solving. The courses were developed to address industry's need for improved problem-solving skills, incorporating consistent, deep collaboration with Google technical staff The first of its kind for CAHSI, the problem-solving courses are fewer credit hours than typical courses in order to fit within a traditional curriculum. The intent is to instill complementary problem-solving, computational thinking skills, and logical reasoning needed to succeed in computer science, and make this content available across different student populations at various stages in their academic pathways. Advanced problem solving prepares students for competitive interviews. The courses create opportunities to learn across academic levels, and create new student communities, mentorship opportunities, and social connections to support retention. The paper reports on the course design, student reflection, assessment and evaluation, and an ethnographic study of the courses.","2377-634X","978-1-7281-1746-1","10.1109/FIE43999.2019.9028360","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9028360","problem solving;computational thinking;computer science education;reflection","Problem-solving;Reflection;Computer science;Industries;Education;Interviews;US Government","","","","12","IEEE","12 Mar 2020","","","IEEE","IEEE Conferences"
"Fusing creative operations into evolutionary computation for composition: From a composer’s perspective","C. -y. Chang; Y. -p. Chen","Open Culture Network for Humanities and Fine Arts, Open Culture Foundation, Taipei City, TAIWAN; Department of Computer Science, National Chiao Tung University, Hsinchu City, TAIWAN",2019 IEEE Congress on Evolutionary Computation (CEC),"8 Aug 2019","2019","","","2113","2120","This paper presents a study on fusing creative operations into evolutionary computation for music composition, as an attempt to provide a collaborative creation environment between human and machine and to investigate into the mind process during music creation. A framework based on the paradigm of evolutionary computation is proposed to incorporate key mechanisms observed in the creation process and implemented to work on evolving abstract musical ideas and thoughts. The developed software framework is released as open source. The collaborative creation process, involving the framework, the composer, and the performer, is presented and discussed, and the results of this study also include a composed music work for unaccompanied cello, played by a renowned cellist.","","978-1-7281-2153-6","10.1109/CEC.2019.8790335","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8790335","music composition;collaborative creation;creative operation;genetic algorithm;evolutionary computation","Connectors;Evolutionary computation;Music;Genetic algorithms;Collaboration;Writing;Urban areas","","4","","23","IEEE","8 Aug 2019","","","IEEE","IEEE Conferences"
"Facilitation by using Robotics Teaching and Learning","F. Niehaus; B. Kotze; A. Marais","Founder and CEO of Microbotics, Bloemfontein, South Africa; Department of Electrical, Electronic and Computer Engineering, Central University of Technology, Free State, Bloemfontein South Africa; Developer and Teacher at Microbotics, Bloemfontein, South Africa",2019 Southern African Universities Power Engineering Conference/Robotics and Mechatronics/Pattern Recognition Association of South Africa (SAUPEC/RobMech/PRASA),"2 May 2019","2019","","","86","90","The importance of STEM (Science, Technology, Engineering and Mathematics) education is globally acknowledged and encouraged. The problem is the lack of interest, of school learners to participate in these subjects. How to create an enjoyable, interactive yet educational journey that encourages these ideals is the focus of this article? A line is draw between the US educations system and challenges which also stand out in the South African context.A question posed; are children equipped with problem solving and analytical thinking skills that are more resilient in the changing job market?The vision should be a future of young “Digital Makers”, and not only digital consumers!","","978-1-7281-0369-3","10.1109/RoboMech.2019.8704848","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8704848","problem solving;robotics;programming skills;educator training;Digital Makers;STEM;Blockley","Education;Robots;Programming profession;Consumer electronics;Microcontrollers;Problem-solving","","2","","10","IEEE","2 May 2019","","","IEEE","IEEE Conferences"
"What Does Information Mean to Me as an Engineer? Fostering Engineering Students’ Holistic Competencies in the Informational World","R. Y. -Y. Chan; V. Y. H. Choi; Q. Cao; M. L. H. Wong; S. Yan; C. K. Y. Chan","Department of Information Engineering, The Chinese University of Hong Kong, Shatin, Hong Kong SAR; Department of Information Engineering, The Chinese University of Hong Kong, Shatin, Hong Kong SAR; Department of Information Engineering, The Chinese University of Hong Kong, Shatin, Hong Kong SAR; Department of Information Engineering, The Chinese University of Hong Kong, Shatin, Hong Kong SAR; Department of Information Engineering, The Chinese University of Hong Kong, Shatin, Hong Kong SAR; Centre for the Enhancement of Teaching and Learning, The University of Hong Kong, Pokfulam, Hong Kong SAR",2019 IEEE Frontiers in Education Conference (FIE),"12 Mar 2020","2019","","","1","5","This Research Work in Progress Paper aims to develop holistic competencies in engineering students through course-level teaching and learning activities. Information is the core of many engineering fields, such as communications engineering, signal processing, and computational intelligence. Despite its ambient existence in our everyday lives, most of the engineering students are not aware of the connection between information and their professional role as an engineer in the informational world. We seek to engage engineering students in understanding their professional and ethical responsibility, and promote their awareness of the impact of engineering solutions in a global and societal context. Our study is grounded in the intersection between two theoretical frameworks: (1) Holistic Competencies and (2) William Perry’s scheme of intellectual and ethical development. Having students’ learning evidence against William Perry’s framework and identified students’ cognitive changes along their course study, we suggest that holistic competencies can be fostered through cultivating students’ multifaceted understanding of information and supplementing with real cases where social media serve as a channel for students to exchange ideas to address various global challenges.","2377-634X","978-1-7281-1746-1","10.1109/FIE43999.2019.9028708","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9028708","holistic competencies;global citizenship;William Perry’s scheme;Information Engineering","Blogs;Social network services;Engineering students;Sustainable development;Knowledge engineering;Big Data","","","","16","IEEE","12 Mar 2020","","","IEEE","IEEE Conferences"
"Exploring the Effectiveness of Learning Scratch Programming with Code.org","K. -H. Yang; H. -Y. Lin","Department of Mathematics and Information Education, National Taipei University of Education, Taipei, Taiwan; Department of Mathematics and Information Education, National Taipei University of Education, Taipei, Taiwan",2019 8th International Congress on Advanced Applied Informatics (IIAI-AAI),"14 Feb 2020","2019","","","1057","1058","The technology is progressing nowadays, and the threshold of accessing computer program is more and more diversified for the students. We hope to bring students to learn and like computer program naturally in the ways of games, which will induce the students to learn the ways of logical thinking within the educational field. The target of the research is the students of third grade in public elementary schools, in which the research teaches and adopts scaffolding theory within the program courses under the concept of spiral curriculum. Moreover, the research adopts the Code.org and Scratch application programs combined with ways of computational thinking to lead the students into the world of computer programming, which also pursues the methodology of pre-test. The Scratch adopts the normal teaching ways, while the Code.org apply the APP of Angry Bird to teach. The research observes the students' reactions and scores the result according to the outcome of Scratch done by the students. Then the research pursues the methodology of post-test and the satisfaction survey.","","978-1-7281-2627-2","10.1109/IIAI-AAI.2019.00225","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8992665","Code.org;Scratch;Scaffolding;Spiral Theory;Computational Thinking;Curriculum","","","","","2","IEEE","14 Feb 2020","","","IEEE","IEEE Conferences"
"Make Machine Humanlike Intelligence","S. Wu","School of Computer Science and Technology, Shandong University, Shandong, China",2019 International Conference on Computational Science and Computational Intelligence (CSCI),"20 Apr 2020","2019","","","572","576","Artificial intelligence is facing an insurmountable difficulty: it can't make machine humanlike intelligence. This paper presents a new kind of intelligence, called as Ubit intelligence. This paper explains what is human intelligence; why AI can't make machine humanlike intelligence; then introduces Ubit intelligence by experiment examples; make machine memorize knowledge from learning, understand the memorized knowledge in machine, think the memorized knowledge in machine like human without AI algorithm, and explains how it can make machine humanlike intelligence. This paper also introduces the foundation of Ubit Intelligence: Ubit Semantic Computing, a total new theory. The advantages of Ubit intelligence listed show that Ubit intelligence is far beyond artificial intelligence.","","978-1-7281-5584-5","10.1109/CSCI49370.2019.00108","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9071113","artificial intelligence, Ubit intelligence, neural network, human intelligence, machine learning, machine thinking, humanlike intelligence","Knowledge engineering;Semantics;Machine learning;Pattern recognition;Libraries;Neural networks","","","","6","IEEE","20 Apr 2020","","","IEEE","IEEE Conferences"
"Optimizing learning in associative networks and gamification: Lessons learnt and implications","C. -S. Lee","School of Science and Technology, Sunway University, Malaysia",2020 IEEE 8th R10 Humanitarian Technology Conference (R10-HTC),"23 Feb 2021","2020","","","1","6","Technological trends have evolved, extended and converged in the 21st century. Much of these evolutions are incremental, differential and the aim is to sustain or rise above others amidst a dynamic landscape. As data and knowledge bases extend, the fitness of features in each evolution requires systemic modelling targeting multi-objectives. Identification of the local regions of interest and significant features enable more efficient optimization. The information core, current or new invariant features which proceed to the next iteration coupled with gamification in certain domains, can lead to varying implications. This paper briefly reviews literature on associative networks, case-based reasoning, combinations and permutations, optimization, and gamification and conclude with implications and opportunities for symbiotic networks.","2572-7621","978-1-7281-1110-0","10.1109/R10-HTC49770.2020.9356957","Universiti Tunku Abdul Rahman; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9356957","associative networks;optimization;gamification;implications;sustainable design","Symbiosis;Analytical models;Computational modeling;Knowledge based systems;Object recognition;Sustainable development;Optimization","","2","","32","IEEE","23 Feb 2021","","","IEEE","IEEE Conferences"
"A TDRL Model for the Emotion of Regret","J. Broekens; L. Dai","Leiden Institute of Advanced Computer Science (LIACS), Leiden University, Leiden, The Netherlands; Human Media Interaction, University of Twente, Enschede, The Netherlands",2019 8th International Conference on Affective Computing and Intelligent Interaction (ACII),"9 Dec 2019","2019","","","150","156","To better understand the nature, function and elicitation conditions of emotion it is important to approach studying emotion from a multidisciplinary perspective involving psychology, neuroscience and affective computing. Recently, the TDRL Theory of Emotion has been proposed. It defines emotions as variations of temporal difference assessments in reinforcement learning. In this paper we present new evidence for this theory. We show that regret - a negative emotion that signifies that an alternative action should have been taken given new outcome evidence - is modelled by a particular form of TD error assessment. In our model regret is attributed to each action in the state-action trace of an agent for which - after new reward evidence - an alternative action becomes the best action in that state (the new argmax) after adjusting the action value of the chosen action in that state. Regret intensity is modeled as the difference between this new best action and the adjusted old best action, reflecting the additional amount of return that could have been received should that alternative have been chose. We show in simulation experiments how regret varies depending on the amount of adjustment as well as the adjustment mechanism, i.e. Q-trace, Sarsa-trace, and Monte Carlo (MC) re-evaluation of action values. Our work shows plausible regret attribution to actions, when this model of regret is coupled with MC action value update. This is important evidence that regret can be seen as a particular variation of TD error assessment involving counterfactual thinking.","2156-8111","978-1-7281-3888-6","10.1109/ACII.2019.8925441","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8925441","Emotion;TDRL Emotion Theory;Computational Modelling;Regret","Computational modeling;Learning (artificial intelligence);Appraisal;Task analysis;Affective computing;Psychology;Robots","","5","","41","IEEE","9 Dec 2019","","","IEEE","IEEE Conferences"
"The Internet of Materials: A Vision for Computational Materials","G. D. Abowd",Georgia Institute of Technology,IEEE Pervasive Computing,"15 May 2020","2020","19","2","56","62","Weiser inspired us by forcing us to think differently about the size and usage patterns of computers. This vision of computational materials is similarly motivated. Indeed, inspiration is critical at this time, because there are so many challenges to overcome and it will take a community to address them. Significant technical challenges and a desire to deliver meaningful value while guarding against violations of greater societal values can only happen if we are fueled by the passion of this vision.","1558-2590","","10.1109/MPRV.2020.2982475","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9094291","","Sensors;Manufacturing;Wireless communication;Wireless sensor networks;Substrates;Industries","","9","","15","IEEE","15 May 2020","","","IEEE","IEEE Magazines"
"Programming is Fun! A Survey of the STEAM Digital Distribution Platform","J. Arnedo-Moreno; D. García-Solórzano","eLearn Center, Universitat Oberta de Catalunya, Barcelona, Spain; eLearn Center, Universitat Oberta de Catalunya, Barcelona, Spain",2020 IEEE 32nd Conference on Software Engineering Education and Training (CSEE&T),"14 Oct 2020","2020","","","1","4","In order to engage the player, video games are often based on challenges that must be overcome. What are colloquially known as programming games present these challenges as puzzles where computational thinking and coding skills have a fundamental role in successfully overcoming them, even though they are not serious games and have been designed purely as entertainment products. Indeed, algorithm design and coding is the fun part. This paper presents a survey of all such games up to February 2020 published in the Steam digital distribution platform, categorizing them by content covered according to a basic programming curriculum. This study provides some insights on the nature of this kind of games and allows assessing their adequacy as educational tools, broadening the body of knowledge on available games for teaching computational thinking and coding, beyond serious games.","2377-570X","978-1-7281-6807-4","10.1109/CSEET49119.2020.9206214","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9206214","coding;programming;computational thinking;video games;Steam;edutainment;learning","Games;Programming profession;Education;Encoding;Tools;Entertainment industry","","3","","15","IEEE","14 Oct 2020","","","IEEE","IEEE Conferences"
"Changes in Background EEG Activity after Creative Task in Aged Adults","E. Y. Privodnova; N. V. Volf; E. A. Merculova","Scientific Research Institute of Physiology and Basic Medicine, Novosibirsk, Russia; Scientific Research Institute of Physiology and Basic Medicine, Novosibirsk, Russia; Scientific Research Institute of Physiology and Basic Medicine, Novosibirsk, Russia","2019 International Multi-Conference on Engineering, Computer and Information Sciences (SIBIRCON)","16 Jan 2020","2019","","","0358","0360","Cognitive training is considered as an effective intervention for slowing cognitive decline, however single-domain training programs have shown limited transfer to untrained tasks. Complex cognitive training has a potential to yield broader transfer effect. Given that creative thinking involves variety of cognitive subprocesses, creative tasks may be useful as a complex training paradigm. In line with this assumption, creative engagement has a neuroprotective effect in older subjects, improving mental health and well-being. However, neural mechanisms underlying the effect has remained unknown. Evidence suggests that post-task changes in resting-state brain activity may be detected in regions involved during training. The current study was aimed to reveal changes in electroencephalographic (EEG) activity during creative task performance and to identify whether those activity patterns persist in the baseline EEG after the end of a creative session. EEG was registered in 25 elderly ( 64±6 years) high-functioning subjects before, during and after creative problem solving, consisting of 30 verbal and 30 figural tasks. Current source density estimates and subsequent statistical contracts using statistical non-parametrical mapping (SnPM) were calculated via LORETA package. We found a significant increase of spectral density from pre- to post-task interval in theta-gamma frequency bands. The effect was localized in parieto-occipital cortex, overlapping with the region showing synchronization during the tasks performance. Observed changes in resting-state EEG activity may be considered as an indicator of use-dependent neuroplasticity.","","978-1-7281-4401-6","10.1109/SIBIRCON48586.2019.8958329","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8958329","creative thinking;creative training;post-task changes;older adults;EEG","","","","","16","IEEE","16 Jan 2020","","","IEEE","IEEE Conferences"
"So you think you can PLS-DA?","D. Ruiz-Perez; H. Guan; P. Madhivanan; K. Mathee; G. Narasimhan","Bioinformatics Research Group (BioRG), Florida International University; Bioinformatics Research Group (BioRG), Florida International University; Department of Epidemiology, Florida International University; Herbert Wertheim College of Medicine, Florida International University; Bioinformatics Research Group (BioRG), Florida International University",2018 IEEE 8th International Conference on Computational Advances in Bio and Medical Sciences (ICCABS),"22 Nov 2018","2018","","","1","1","Partial Least-Squares Discriminant Analysis (PLS-DA) is a popular machine learning tool that is gaining increasing attention as a useful feature selector and classifier. In an effort to understand its strengths and weaknesses, we performed a series of experiments with synthetic data and compared its performance to its close relative from which it was initially invented, namely Principal Component Analysis (PCA). We demonstrate that even though PCA ignores the information regarding the class labels of the samples, this unsupervised tool can be remarkably effective as a feature selector. In some cases, it outperforms PLS-DA, which is made aware of the class labels in its input.Our experiments range from looking at the signal-to-noise ratio in the feature selection task, to considering many practical distributions and models encountered when analyzing bioinformatics and clinical data. Other methods were also evaluated.Our work sheds light on the kind of relationships and data models with which PLS-DA can be effective both as a feature selector as well as a classifier. In particular, we claim that when classes are determined by linear or non-linear relationships, PLS-DA provides almost no insight into the data. But it is effective when the classes have a clustered distribution on the signal features, even when these features are hidden among a large number of noise. PLS-DA retains a strong performance even when the classes are contained in n-orthotopes (i.e., rectangular boxes in the subspace of the signal features).Finally, we analyzed an interesting data set from 396 vaginal microbiome samples where the ground truth for the feature selection was available. Again, the results highlighted the strengths and weaknesses of PLS-DA in comparison with PCA.","2473-4659","978-1-5386-8520-4","10.1109/ICCABS.2018.8542038","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8542038","PLS-DA;PCA;Feature Selection;Dimensionality Reduction;Bioinformatics","Bioinformatics;Principal component analysis;Tools;Feature extraction;Data models;Machine learning;Signal to noise ratio","","4","","0","IEEE","22 Nov 2018","","","IEEE","IEEE Conferences"
"Teaching CT through Internet of Things in High School: Possibilities and Reflections","G. Schneider; F. Bernardini; C. Boscarioli","Institute of Computing Fluminense Federal University, Niterói, RJ, Brazil; Institute of Computing Fluminense Federal University, Niterói, RJ, Brazil; Center of Exact and Technological Sciences Western Paraná State University, Cascavel, PR, Brazil",2020 IEEE Frontiers in Education Conference (FIE),"4 Dec 2020","2020","","","1","8","This Research to Practice Full Paper presents a pedagogical practice for technical high school students for developing Computational Thinking (CT) abilities through Internet of Things technologies. The covered topics in our proposal include (i) the use of temperature and humidity sensors for data collection, treatment and visualization using Arduino and micro-controllers; (ii) Smart and Human Cities (SHC) and Open Data concepts, in order to lead the students to reflect on the problems of their city and on data protection. Our motivation to our proposal is due to the educational processes have to develop criticality and the ability to solve problems among students. In this context, CT has been used for this through the use of robotics, game building or unplugged computing. On the other hand, technologies for implementing Internet of Things (IoT) have been used in several domains of society, including cities transformation. One important aspect in this scenario is data generation, which have to be carefully tackled by government's and who develop solutions to SHC. In this way, using IoT for teaching CT is an important aspect, also considering open data, privacy and SHC context. In our pedagogical practice, students were able to design and develop solutions to problems in their daily lives indirectly applying CT skills, such as decomposition, pattern recognition, abstraction, automation and analysis, as well as self-skills, collaboration, creativity and critically, required nowadays in broad professional training. It was also possible to develop students' interest in raising awareness of the use of computational technologies, as a solution to problems in society considering aspects of SHC and open data; propose a technological solution using IoT; and analyze the use of these data collected for the social well-being. For the evaluation of our proposal, we carried out questionnaires and tasks observation. The experience was considered successful in its planning and application, with a positive evaluation of the participating students.","2377-634X","978-1-7281-8961-1","10.1109/FIE44824.2020.9274184","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9274184","computational thinking;internet of things;programming teaching;smart and human cities","Education;Urban areas;Internet of Things;Proposals;Intelligent sensors;Programming profession;Ambient intelligence","","3","","26","IEEE","4 Dec 2020","","","IEEE","IEEE Conferences"
